original_sent,main_subj,main_verb,all_verbs,all_subjs,reordered_sent
"today is the debut of the senior professional baseball association , a new eight-team pro sports circuit , modeled after the highly successful senior tennis and golf tours and complete with good salaries , a cable television contract and even expansion plans .",today,is,is,today,"today is the debut of the senior professional baseball association , a new eight-team pro sports circuit , modeled after the highly successful senior tennis and golf tours and complete with good salaries , a cable television contract and even expansion plans ."
"midmorning , he dons an orange-and-blue uniform and , for fun , may field a bunt from dave kingman .",he,dons,dons,he,"midmorning , he an orange-and-blue uniform dons and , for fun , a bunt from dave kingman may field ."
"when he sent letters offering 1,250 retired major leaguers the chance of another season , 730 responded .",he,sent,sent,he,"he letters the chance of another season offering 1,250 retired major leaguers when sent , 730 responded ."
"( players have to be 35 or older , except for catchers , who are eligible at 32 because life behind the plate is so rough . )",players,have,have is,players life,"( players to be 35 or older have , except for catchers , who are eligible at 32 because life behind the plate is so rough ) ."
"for a long time , he ignored baseball altogether , even the sports pages .",he,ignored,ignored,he,"for a long time , he baseball even the sports pages ignored altogether , ."
these days he hustles to house-painting jobs in his chevy pickup before and after training with the tropics .,he,hustles,hustles,he,these days he hustles to house-painting jobs in his chevy pickup before and after training with the tropics .
some have been training for months ; others only recently left active status .,others,left,left,others,some have been training for months ; others active status only recently left .
so he adjusts .,he,adjusts,adjusts,he,he so adjusts .
he no longer crowds the plate .,he,crowds,crowds,he,he the plate no longer crowds .
"stuffing a wad of red man into his cheek , he admits the fastball he brought into the majors in 1955 has become a slowball .",he,admits,admits brought become,he he fastball,"a wad of red man stuffing into his cheek , he the fastball he brought into the majors in 1955 a slowball has become admits ."
he will compensate with the guile learned from his years in the majors .,he,compensate,compensate,he,he will compensate with the guile learned from his years in the majors .
he has good control .,he,has,has,he,he good control has .
"he will keep the ball down , move it around .",he,keep,keep,he,"he the ball will keep down , it move around ."
"alltel holds 45 % of the franchise , which has operations in aiken , s.c. , and augusta , ga .",alltel,holds,has holds,franchise alltel,"alltel 45 % of the franchise , which operations in aiken , s.c. , and augusta , ga has holds ."
reserves traded among commercial banks for overnight use in amounts of $ 1 million or more .,reserves,traded,traded,reserves,reserves traded among commercial banks for overnight use in amounts of $ 1 million or more .
it also reported a 2.6 % decline in its raw-materials price index for september .,it,reported,reported,it,it a 2.6 % decline in its raw-materials price index for september also reported .
"seats currently are quoted at $ 400,000 bid , $ 425,000 asked .",seats,quoted,quoted,seats,"seats currently are quoted at $ 400,000 bid , $ 425,000 asked ."
gm has been negotiating a friendly transaction with jaguar that likely would involve joint ventures and an eventual stake of just under 30 % .,gm,negotiating,negotiating,gm,gm a friendly transaction with jaguar that joint ventures and an eventual stake of just under 30 % likely would involve has been negotiating .
"analysts expect ford will make the first move , perhaps today , with an initial offer of about 900 pence ( $ 14.25 ) a share .",analysts,expect,expect make,analysts ford,"analysts ford the first move will make , perhaps today , with an initial offer of about 900 pence ( $ 14.25 ) a share expect ."
"in a prepared statement , gm suggested its plans for jaguar would be more valuable in the long run than the initial windfalls investors might reap from a hostile ford bid .",gm,suggested,reap suggested,investors gm,"in a prepared statement , gm its plans for jaguar would be more valuable in the long run than the initial windfalls investors might reap from a hostile ford bid suggested ."
"dow will own 60 % of the venture , with eli lilly holding the rest .",dow,own,holding own,lilly dow,"dow 60 % of the venture will own , with eli lilly the rest holding ."
"dataproducts is fighting a hostile tender offer by dpc acquisition partners , a group led by new york-based crescott investments associates .",dataproducts,fighting,fighting,dataproducts,"dataproducts a hostile tender offer by dpc acquisition partners , a group led by new york-based crescott investments associates is fighting ."
"after a stronger-than-expected pace early this year , analysts say the market , after a series of sharp swings in recent months , now shows signs of retreating .",analysts,say,shows say,market analysts,"after a stronger-than-expected pace early this year , analysts , after a series of sharp swings in recent months , the market signs of retreating now shows say ."
"but trading was very sketchy , as investment decision makers remain wary from gyrations and upsets of recent weeks .",trading,was,was remain,trading makers,"but trading was very sketchy , as investment decision makers wary remain from gyrations and upsets of recent weeks ."
"volume totaled a modest 334.5 million shares , up from 257.8 million shares monday .",volume,totaled,totaled,volume,"volume a modest 334.5 million shares totaled up from 257.8 million shares monday , ."
"despite the modest gains , traders said the market remains dull , with investors remaining cautiously on the sidelines .",traders,said,remains said remaining,market traders investors,"despite the modest gains , traders the market dull remains , with investors remaining cautiously on the sidelines said ."
prices were mixed in zurich and lower in stockholm .,prices,were,were,prices,prices were mixed in zurich and lower in stockholm .
"stocks closed higher in hong kong , manila , singapore , sydney and wellington , but were lower in seoul .",stocks,closed,closed,stocks,"stocks closed higher in hong kong , manila , singapore , sydney and wellington , but were lower in seoul ."
taipei was closed for a holiday .,taipei,closed,closed,taipei,taipei was closed for a holiday .
he said summer drought problems that had hit several southern agricultural regions had stopped being a major source of price pressure in september .,he,said,stopped said,problems he,he summer drought problems that several southern agricultural regions had hit being a major source of price pressure had stopped in september said .
"metromedia said its unit is the fifth-largest provider of long-distance communications service in the u.s. , with projected 1989 revenue of more than $ 550 million .",metromedia,said,said is,metromedia unit,"metromedia its unit is the fifth-largest provider of long-distance communications service in the u.s. , with projected 1989 revenue of more than $ 550 million said ."
"canonie said it anticipates naming mr. donovan to succeed richard f. brissette , 55 , as president and chief executive officer , effective march 1 .",canonie,said,said anticipates,canonie it,"canonie it mr. donovan richard f. brissette , 55 , effective march 1 to succeed as president and chief executive officer , naming anticipates said ."
"the average six-month yield on a jumbo cd was at 7.90 % , down from 7.93 % , banxquote said .",banxquote,said,was said,yield banxquote,"the average six-month yield on a jumbo cd was at 7.90 % , down from 7.93 % , banxquote said ."
"for longer-term cds , yields were up .",yields,were,were,yields,"for longer-term cds , yields were up ."
i had to reach back to french 101 when the monsieur avec clipboard leaned over my shoulder during the coffee phase of dinner and asked whether i wanted to ride in a montgolfiere .,i,had,had leaned wanted,i clipboard i,i to reach back to french 101 had the monsieur avec clipboard when leaned over my shoulder during the coffee phase of dinner and whether i to ride in a montgolfiere wanted asked .
"i was a last-minute ( read interloping ) attendee at a french journalism convention and so far the festivities had been taken up entirely by eating , drinking , smoking , sleeping and drinking .",i,was,was taken,i festivities,"i was a last-minute ( read interloping ) attendee at a french journalism convention and the festivities so far had been taken up entirely by eating , drinking , smoking , sleeping and drinking ."
"feeling the naggings of a culture imperative , i promptly signed up .",i,signed,signed,i,"the naggings of a culture imperative feeling , i promptly signed up ."
"they will also tell you that even if you hate heights , you can still balloon .",they,tell,tell,they,"they you if you heights even hate , you that can still balloon will also tell ."
we were coming down straight into their canal .,we,coming,coming,we,we were coming down straight into their canal .
we scuttled along for a few feet before he plunged us into the drink again .,we,scuttled,scuttled plunged,we he,we scuttled along for a few feet before he us plunged again into the drink .
eventually we came to rest in a soggy patch of field where we had the exquisite pleasure of scrambling out of the basket into the mud while the french half of our ballooning tag team scrambled in .,we,came,had came scrambled,we we half,we to rest in a soggy patch of field we the exquisite pleasure of scrambling out of the basket into the mud while the french half of our ballooning tag team scrambled in where had eventually came .
i looked at my watch .,i,looked,looked,i,i looked at my watch .
"back in the chase car , we drove around some more , got stuck in a ditch , enlisted the aid of a local farmer to get out the trailer hitch and pull us out of the ditch .",we,drove,drove,we,"back in the chase car , we some more drove around , got stuck in a ditch , the aid of a local farmer the trailer hitch to get out and us pull out of the ditch enlisted ."
"this meant returning to the golf course , where we watched a few french duffers maul the first tee while we sat under cinzano umbrellas , me nursing an espresso and my ego .",this,meant,meant sat watched nursing maul,this we we me duffers,"this returning to the golf course , we a few french duffers the first tee maul while we sat under cinzano umbrellas , me an espresso and my ego nursing where watched meant ."
a whole morning of ballooning and i had been off the ground barely 30 minutes .,i,been,been,i,a whole morning of ballooning and i had been off the ground barely 30 minutes .
"at the same time , they contend that a reduction of nato forces under a treaty will increase the possibility of a conventional soviet attack unless the west retains a residual force of nuclear weapons in europe .",they,contend,retains contend increase,west they reduction,"at the same time , they that a reduction of nato forces under a treaty the possibility of a conventional soviet attack will increase unless the west a residual force of nuclear weapons retains in europe contend ."
tanks currently are defined as armored vehicles weighing 25 tons or more that carry large guns .,tanks,defined,defined,tanks,tanks currently are defined as armored vehicles 25 tons or more weighing that large guns carry .
they argue that the bigger danger would be that the west would delay action so long that the soviets might back away from the current conciliatory attitude .,they,argue,back argue delay be,soviets they west danger,they that the bigger danger that the west action would delay so long that the soviets might back away from the current conciliatory attitude would be argue .
i worry more about things becoming so unraveled on the other side that they might become unable to negotiate .,i,worry,worry become becoming,i they things,i worry more about things so unraveled that they unable to negotiate might become becoming on the other side .
"so far this year , it has put nearly $ 700 million into bottling operations in australia , new zealand and france .",it,put,put,it,"this year , it nearly $ 700 million so far has put into bottling operations in australia , new zealand and france ."
"in countries such as taiwan , south korea and singapore , economies are growing , resulting in a rise in disposable income that consumers can use for soft drinks .",economies,growing,use growing,consumers economies,"in countries such as taiwan , south korea and singapore , economies are growing , resulting in a rise in disposable income consumers that can use for soft drinks ."
"in the past , however , coke has typically taken a minority stake in such ventures .",coke,taken,taken,coke,"in the past , , coke a minority stake in such ventures however has typically taken ."
coke has tended to increase its control when results were sluggish in a given country .,coke,tended,tended were,coke results,coke its control to increase when results were sluggish in a given country has tended .
"ifi also has nonvoting preferred shares , which are quoted on the milan stock exchange .",ifi,has,has,ifi,"ifi nonvoting preferred shares , which are quoted on the milan stock exchange also has ."
"it raised financing of 300 billion lire for the purchase this summer by another agnelli-related group of the food concern galbani s.p . a. , by selling a chunk of its ifi shares to mediobanca s.p . a.",it,raised,raised,it,"it financing of 300 billion lire raised for the purchase this summer by another agnelli-related group of the food concern galbani s.p . a. , by a chunk of its ifi shares selling to mediobanca s.p . a."
mediobanca said during the weekend that it agreed to sell the shares back to giovanni agnelli for 333 billion lire .,mediobanca,said,said agreed,mediobanca it,mediobanca that it the shares to sell back to giovanni agnelli for 333 billion lire agreed said during the weekend .
it unfortunately encourages others to engage in a highly dangerous and illegal activity that only a very few are doing now .,it,encourages,encourages,it,it others to engage in a highly dangerous and illegal activity only a very few that are doing now unfortunately encourages .
"and it treats such activities in a frivolous , cavalier fashion , with total indifference to common sense and public safety .",it,treats,treats,it,"and it such activities treats in a frivolous , cavalier fashion , with total indifference to common sense and public safety ."
"democrats argued that the training wage was a way of allowing employers to pay less than the minimum wage , while new workers need far less than six months to be trained for their jobs .",democrats,argued,argued was need,democrats wage workers,"democrats that the training wage was a way of employers less than the minimum wage to pay , while new workers need far less than six months to be trained for their jobs allowing argued ."
democrats had been negotiating with some republican congressional leaders on a compromise lately .,democrats,negotiating,negotiating,democrats,democrats had been negotiating lately with some republican congressional leaders on a compromise .
republicans have been imploring the white house to compromise on the wage issue .,republicans,imploring,imploring,republicans,republicans the white house to compromise on the wage issue have been imploring .
"analysts expect armstrong to use proceeds of the sale to reduce debt , buy back stock or perhaps finance an acquisition .",analysts,expect,expect,analysts,"analysts armstrong proceeds of the sale to use debt to reduce , stock buy back or an acquisition perhaps finance expect ."
recently it upgraded its plants so that it could make stain-resistant products with higher quality dyes .,it,upgraded,upgraded make,it it,it its plants recently upgraded so that it stain-resistant products with higher quality dyes could make .
"analysts hailed the planned transaction as being beneficial to armstrong and shaw , the market leader in the u.s. carpet industry , with an estimated 17 % to 20 % share .",analysts,hailed,hailed,analysts,"analysts the planned transaction hailed as being beneficial to armstrong and shaw , the market leader in the u.s. carpet industry , with an estimated 17 % to 20 % share ."
"yesterday , armstrong reported flat earnings for the third quarter and nine months , worsened by the stock dilution of an employee stock ownership plan adopted earlier this year .",armstrong,reported,reported,armstrong,"yesterday , armstrong flat earnings for the third quarter and nine months , worsened by the stock dilution of an employee stock ownership plan adopted earlier this year reported ."
"for the quarter , earnings were $ 47 million , or 92 cents a share , including a one-time gain of $ 5.9 million .",earnings,were,were,earnings,"for the quarter , earnings were $ 47 million , or 92 cents a share , including a one-time gain of $ 5.9 million ."
"in the year-ago quarter , earnings were $ 42.9 million , or 93 cents a share .",earnings,were,were,earnings,"in the year-ago quarter , earnings were $ 42.9 million , or 93 cents a share ."
"yesterday , armstrong announced an agreement to sell its small applied color systems unit to a subsidiary of the swiss company , brauerei eichof ltd .",armstrong,announced,announced,armstrong,"yesterday , armstrong an agreement its small applied color systems unit to sell to a subsidiary of the swiss company , brauerei eichof ltd announced ."
"armstrong expects to close the sale of the color unit in late november and the carpet sale in december , with the gains to be applied to fourth quarter or first-quarter results .",armstrong,expects,applied expects,gains armstrong,"armstrong the sale of the color unit to close in late november and the carpet sale in december , with the gains to be applied to fourth quarter or first-quarter results expects ."
"these include new orders for manufactured consumer goods , lead times on vendor deliveries , orders for new plant and equipment , and backlogs of orders for durable goods .",these,include,include,these,"these new orders for manufactured consumer goods , lead times on vendor deliveries , orders for new plant and equipment , and backlogs of orders for durable goods include ."
"after various adjustments , they produced a 0.5 % rise in the index for august and a 0.2 % rise for september .",they,produced,produced,they,"after various adjustments , they a 0.5 % rise in the index for august and a 0.2 % rise for september produced ."
"he is 37 , an astronomer with impressive credentials , and something of a genius at making computers do his bidding .",he,is,is do,he computers,"he is 37 , an astronomer with impressive credentials , and something of a genius at computers his bidding do making ."
"he also is an entertaining writer , combining wisecracks and wordplay with programmatic detail and lucid explanations of how computers work .",he,is,is work,he computers,"also he is an entertaining writer , wisecracks and wordplay combining with programmatic detail and lucid explanations of computers how work ."
they promised yet more for really good stuff .,they,promised,promised,they,they yet more for really good stuff promised .
"but after much tracking , it became evident to mr. stoll , through various clues , that the hacker was not on the berkeley campus or even in california .",it,became,was became,hacker it,"but after much tracking , it evident that the hacker was not on the berkeley campus or even in california became to mr. stoll , through various clues , ."
"after discovering that the hacker had taken over the dormant account of a legitimate user named joe sventek , he rigged up an alarm system , including a portable beeper , to alert him when sventek came on the line .",he,rigged,came rigged taken,sventek he hacker,"after that the hacker the dormant account of a legitimate user joe sventek named had taken over discovering , he an alarm system , including a portable beeper , him to alert sventek when came on the line rigged up ."
some nights he slept under his desk .,he,slept,slept,he,some nights he slept under his desk .
tymnet is a major network linking computers .,tymnet,is,is,tymnet,tymnet is a major network computers linking .
he savored the humor of his uncombed appearance among these buttoned-up chaps .,he,savored,savored,he,he the humor of his uncombed appearance among these buttoned-up chaps savored .
he became angry in return .,he,became,became,he,he angry became in return .
mips also wants to wedge into markets other than traditional risc applications such as engineering ; mips said the new machine will also be used by businesses and for communications .,mips,wants,said wants used,mips mips machine,mips to wedge into markets other than traditional risc applications such as engineering also wants ; mips the new machine will also be used by businesses and for communications said .
and that puts added pressure on chez panisse dessert-menu planners .,that,puts,puts,that,and that added pressure puts on chez panisse dessert-menu planners .
"a year earlier unifirst earned $ 2.4 million , or 24 cents a share adjusted for the split .",unifirst,earned,earned,unifirst,"unifirst $ 2.4 million , or 24 cents a share adjusted for the split a year earlier earned ."
sales rose to $ 52.4 million from $ 50.1 million .,sales,rose,rose,sales,sales rose to $ 52.4 million from $ 50.1 million .
"healthcare has given healthvest a 12 % note for that overdue amount , to be repaid over three years .",healthcare,given,given,healthcare,"healthcare a 12 % note for that overdue amount , to be repaid over three years has given healthvest ."
"in addition , healthcare agreed to make monthly rent and mortgage payments of $ 2.7 million to $ 3 million to healthvest during the standstill period , to be paid when healthcare successfully completes asset sales .",healthcare,agreed,completes agreed,healthcare healthcare,"in addition , healthcare monthly rent and mortgage payments of $ 2.7 million to $ 3 million to healthvest to be paid healthcare asset sales when successfully completes to make during the standstill period , agreed ."
i was pleased to note that your oct. 23 centennial journal item recognized the money-fund concept as one of the significant events of the past century .,i,was,was recognized,i item,i was pleased that your oct. 23 centennial journal item the money-fund concept recognized as one of the significant events of the past century to note .
"we innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the sec .",we,innovated,innovated,we,"we telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the sec innovated ."
"as the judge marched down the center aisle in his flowing black robe , he was heralded by a trumpet fanfare .",he,heralded,heralded marched,he judge,"as the judge marched down the center aisle in his flowing black robe , he was heralded by a trumpet fanfare ."
"to many , it was a ceremony more befitting a king than a rural judge seated in the isolated foothills of the southern allegheny mountains .",it,was,was,it,"to many , it was a ceremony more befitting a king than a rural judge seated in the isolated foothills of the southern allegheny mountains ."
"while his case may be extreme , it reflects the vulnerability of many small communities to domineering judges .",it,reflects,reflects,it,"while his case may be extreme , it the vulnerability of many small communities to domineering judges reflects ."
"bailiffs claimed they were required to chauffeur him to and from work , mow his lawn , chop his wood , fix his car and even drop by his house to feed his two grown mutts , dixie and husky .",bailiffs,claimed,required claimed,they bailiffs,"bailiffs they him to chauffeur to and from work , his lawn mow , his wood chop , his car fix and his house even drop by his two grown mutts , dixie and husky to feed were required claimed ."
"even if only some of the allegations stand up , however , they provide ample testimony to the awesome power of judges in rural communities .",they,provide,provide,they,"if only some of the allegations even stand up , , they ample testimony to the awesome power of judges in rural communities however provide ."
"he graduated near the top of his class , serving on the school law review with richard thornburgh , who went on to become governor of pennsylvania and , now , u.s. attorney general .",he,graduated,graduated went,he thornburgh,"he with richard thornburgh , who governor of pennsylvania and , now , u.s. attorney general to become went on serving on the school law review graduated near the top of his class , ."
he divorced his first wife three years ago and married the daughter of his court clerk .,he,divorced,divorced,he,he his first wife divorced three years ago and the daughter of his court clerk married .
"after practicing law locally , he was elected to his first 10-year term as judge in 1971 ; in 1981 , he was effectively re-elected .",he,elected,re-elected elected,he he,"after law practicing locally , he was elected to his first 10-year term as judge in 1971 ; in 1981 , he was effectively re-elected ."
he has been considered several times for appointments to federal district and appellate court vacancies in pennsylvania .,he,considered,considered,he,he has been considered several times for appointments to federal district and appellate court vacancies in pennsylvania .
"he sipped tea sweetened with honey from his high-backed leather chair at his bench , while scribbling notes ordering spectators to stop whispering or to take off their hats in his courtroom .",he,sipped,stop sipped,spectators he,"he tea sweetened with honey sipped from his high-backed leather chair at his bench , while notes spectators whispering to stop or their hats to take off in his courtroom ordering scribbling ."
"but when the judge received his payment book , he disavowed the deal .",he,disavowed,disavowed received,he judge,"but the judge his payment book when received , he the deal disavowed ."
i await his sequel : the economic and social resiliency of the san francisco bay area and the outstanding work of the local governments and the private charitable organizations there as metaphors for the supremacy of whatever failed system mr. cockburn now believes in .,i,await,believes await,cockburn i,i his sequel : the economic and social resiliency of the san francisco bay area and the outstanding work of the local governments and the private charitable organizations there as metaphors for the supremacy of whatever failed system in mr. cockburn now believes await .
"as a money manager and a grass-roots environmentalist , i was very disappointed to read in the premiere issue of garbage that the wall street journal uses 220,000 metric tons of newsprint each year , but that only 1.4 % of it comes from recycled paper .",i,was,was comes uses,i % journal,"as a money manager and a grass-roots environmentalist , i was very disappointed that the wall street journal 220,000 metric tons of newsprint uses each year , but that only 1.4 % of it comes from recycled paper to read in the premiere issue of garbage ."
the wall street journal is an excellent publication that i enjoy reading ( and must read ) daily .,i,enjoy,enjoy is,i journal,the wall street journal is an excellent publication i that reading enjoy daily ( and must read ) .
"berthold is based in wildbad , west germany , and also has operations in belgium .",berthold,based,based,berthold,"berthold is based in wildbad , west germany , and operations in belgium also has ."
"mason is the largest toxicology lab in new england , with annual revenue of $ 8 million and 140 employees .",mason,is,is,mason,"mason is the largest toxicology lab in new england , with annual revenue of $ 8 million and 140 employees ."
"mason serves commercial and government customers , including the national institutes of health .",mason,serves,serves,mason,"mason commercial and government customers , including the national institutes of health serves ."
"although the action removes one obstacle in the way of an overall settlement to the case , it also means that mr. hunt could be stripped of virtually all of his assets if the tax court rules against him in a 1982 case heard earlier this year in washington , d.c .",it,means,means removes rules stripped,it action court hunt,"although the action one obstacle in the way of an overall settlement to the case removes , it that mr. hunt could be stripped of virtually all of his assets if the tax court rules against him in a 1982 case heard earlier this year in washington , d.c also means ."
japan has found another safe outlet for its money : u.s. home mortgages .,japan,found,found,japan,japan another safe outlet for its money : u.s. home mortgages has found .
that may not come as a surprise to americans who have watched the japanese snap up properties in the u.s. from golf courses to a stake in rockefeller center .,that,come,snap come watched,japanese that americans,that may not come as a surprise to americans who the japanese properties in the u.s. from golf courses to a stake in rockefeller center snap up have watched .
"but it marks a big change for the japanese , who shunned mortgage securities after getting burned by a big downturn in interest rates a few years back .",it,marks,marks shunned,it japanese,"but it a big change for the japanese , who mortgage securities shunned after getting burned a few years back by a big downturn in interest rates marks ."
"at the moment , nomura is the only japanese institution authorized to act as a primary seller of fannie mae instruments .",nomura,is,is,nomura,"at the moment , nomura is the only japanese institution to act as a primary seller of fannie mae instruments authorized ."
"first , they are safe .",they,are,are,they,"first , they are safe ."
"second , they are liquid .",they,are,are,they,"second , they are liquid ."
"he said his suit against enfield seeks two years severance pay , equivalent to c$ 720,000 .",he,said,seeks said,suit he,"he his suit against enfield two years severance pay , equivalent to c$ 720,000 seeks said ."
enfield is a holding company with interests in manufacturing concerns .,enfield,is,is,enfield,enfield is a holding company with interests in manufacturing concerns .
"it is 38.5 % owned by canadian express , another holding company .",it,owned,owned,it,"38.5 % it is owned by canadian express , another holding company ."
hees is a merchant bank controlled by toronto financiers peter and edward bronfman .,hees,is,is,hees,hees is a merchant bank controlled by toronto financiers peter and edward bronfman .
"first of all , it is a friendly acquisition in which rockefeller sought out mitsubishi estate and asked it to buy a majority share .",it,is,is sought,it rockefeller,"first of all , it is a friendly acquisition in which rockefeller mitsubishi estate sought out and it a majority share to buy asked ."
"rockefeller may well have found its match in mitsubishi estate , a company of long history , strong government ties and sound resources .",rockefeller,found,found,rockefeller,"rockefeller its match may well have found in mitsubishi estate , a company of long history , strong government ties and sound resources ."
"at the time , japan had just opened its doors to the world after about 250 years of isolation and needed a western-style business center .",japan,opened,opened,japan,"at the time , japan its doors had just opened to the world after about 250 years of isolation and a western-style business center needed ."
analysts say the company also could easily issue new convertible bonds or warrants .,analysts,say,issue say,company analysts,analysts the company new convertible bonds or warrants also could easily issue say .
"it is the largest private-sector landowner of the minato-mirai 21 project , a multibillion-yen development in the port city of yokohama , about an hour outside tokyo .",it,is,is,it,"it is the largest private-sector landowner of the minato-mirai 21 project , a multibillion-yen development in the port city of yokohama , about an hour outside tokyo ."
"mitsubishi is also pushing ahead with a controversial plan to redevelop marunouchi into a business center of high-tech buildings , a project budgeted for 30 years and six trillion yen .",mitsubishi,pushing,pushing,mitsubishi,"mitsubishi is also pushing ahead with a controversial plan marunouchi to redevelop into a business center of high-tech buildings , a project budgeted for 30 years and six trillion yen ."
sony is acquiring columbia and guber-peters entertainment co. in two separate transactions valued at more than $ 5 billion .,sony,acquiring,acquiring,sony,sony columbia and guber-peters entertainment co. is acquiring in two separate transactions valued at more than $ 5 billion .
warner has a five-year exclusive contract with mr. guber and mr. peters that requires them to make movies exclusively at the warner bros. studio .,warner,has,has,warner,warner a five-year exclusive contract with mr. guber and mr. peters that them movies to make exclusively at the warner bros. studio requires has .
"but it may amount to little more than posturing ; the two have continued on-again , off-again settlement talks over the last few weeks , and people familiar with the talks say the matter could be resolved within a week .",it,amount,amount resolved say,it matter people,"but it may amount to little more than posturing ; the two on-again , off-again settlement talks have continued over the last few weeks , and people familiar with the talks the matter could be resolved within a week say ."
"once a studio chooses not to actually make a movie that is in development , producers are typically free to take it elsewhere .",producers,are,are chooses,producers studio,"a studio a movie that is in development not to actually make once chooses , producers are typically free it to take elsewhere ."
seagram says the promotion is designed to build brand loyalty rather than promote heavy drinking .,seagram,says,designed says,promotion seagram,seagram the promotion brand loyalty to build rather than heavy drinking promote is designed says .
goya concocts a milk for hispanic tastes,goya,concocts,concocts,goya,goya a milk for hispanic tastes concocts
that compares with 3.5 % butterfat for whole milk .,that,compares,compares,that,that compares with 3.5 % butterfat for whole milk .
"borden even tested a milk with 4 % butterfat in the south , but decided the market was too small .",borden,tested,was tested,market borden,"borden a milk with 4 % butterfat even tested in the south , but the market was too small decided ."
goya is selling leche fresca in nearly 500 grocery stores and bodegas in new york and parts of new jersey .,goya,selling,selling,goya,goya leche fresca is selling in nearly 500 grocery stores and bodegas in new york and parts of new jersey .
