original_sent,main_subj,main_verb,all_verbs,all_subjs,reordered_sent
"midmorning , he dons an orange-and-blue uniform and , for fun , may field a bunt from dave kingman .",he,dons,dons,he,"midmorning , dons he an orange-and-blue uniform and , for fun , may field a bunt from dave kingman ."
these days he hustles to house-painting jobs in his chevy pickup before and after training with the tropics .,he,hustles,hustles,he,these days hustles he to house-painting jobs in his chevy pickup before and after training with the tropics .
some have been training for months ; others only recently left active status .,others,left,left,others,have been training some for months ; only recently left others active status .
he no longer crowds the plate .,he,crowds,crowds,he,no longer crowds he the plate .
"stuffing a wad of red man into his cheek , he admits the fastball he brought into the majors in 1955 has become a slowball .",he,admits,brought admits become,he he fastball,"stuffing a wad of red man into his cheek , admits he has become the fastball brought he into the majors in 1955 a slowball ."
he will compensate with the guile learned from his years in the majors .,he,compensate,compensate,he,will compensate he with the guile learned from his years in the majors .
he has good control .,he,has,has,he,has he good control .
"alltel holds 45 % of the franchise , which has operations in aiken , s.c. , and augusta , ga .",alltel,holds,holds has,alltel franchise,"holds alltel 45 % of the franchise , which has operations in aiken , s.c. , and augusta , ga ."
reserves traded among commercial banks for overnight use in amounts of $ 1 million or more .,reserves,traded,traded,reserves,traded reserves among commercial banks for overnight use in amounts of $ 1 million or more .
it also reported a 2.6 % decline in its raw-materials price index for september .,it,reported,reported,it,also reported it a 2.6 % decline in its raw-materials price index for september .
"seats currently are quoted at $ 400,000 bid , $ 425,000 asked .",seats,quoted,quoted,seats,"currently are quoted seats at $ 400,000 bid , $ 425,000 asked ."
gm has been negotiating a friendly transaction with jaguar that likely would involve joint ventures and an eventual stake of just under 30 % .,gm,negotiating,negotiating,gm,has been negotiating gm a friendly transaction with jaguar that likely would involve joint ventures and an eventual stake of just under 30 % .
"analysts expect ford will make the first move , perhaps today , with an initial offer of about 900 pence ( $ 14.25 ) a share .",analysts,expect,expect make,analysts ford,"expect analysts will make ford the first move , perhaps today , with an initial offer of about 900 pence ( $ 14.25 ) a share ."
"in a prepared statement , gm suggested its plans for jaguar would be more valuable in the long run than the initial windfalls investors might reap from a hostile ford bid .",gm,suggested,reap suggested,investors gm,"in a prepared statement , suggested gm its plans for jaguar would be more valuable in the long run than the initial windfalls might reap investors from a hostile ford bid ."
"dow will own 60 % of the venture , with eli lilly holding the rest .",dow,own,own holding,dow lilly,"will own dow 60 % of the venture , with holding eli lilly the rest ."
"dataproducts is fighting a hostile tender offer by dpc acquisition partners , a group led by new york-based crescott investments associates .",dataproducts,fighting,fighting,dataproducts,"is fighting dataproducts a hostile tender offer by dpc acquisition partners , a group led by new york-based crescott investments associates ."
"but trading was very sketchy , as investment decision makers remain wary from gyrations and upsets of recent weeks .",trading,was,was remain,trading makers,"but was trading very sketchy , as remain investment decision makers wary from gyrations and upsets of recent weeks ."
"despite the modest gains , traders said the market remains dull , with investors remaining cautiously on the sidelines .",traders,said,remains said remaining,market traders investors,"despite the modest gains , said traders remains the market dull , with remaining cautiously investors on the sidelines ."
prices were mixed in zurich and lower in stockholm .,prices,were,were,prices,were prices mixed in zurich and lower in stockholm .
"stocks closed higher in hong kong , manila , singapore , sydney and wellington , but were lower in seoul .",stocks,closed,closed,stocks,"closed higher stocks in hong kong , manila , singapore , sydney and wellington , but were lower in seoul ."
taipei was closed for a holiday .,taipei,closed,closed,taipei,was closed taipei for a holiday .
he said summer drought problems that had hit several southern agricultural regions had stopped being a major source of price pressure in september .,he,said,said stopped,he problems,said he had stopped summer drought problems that had hit several southern agricultural regions being a major source of price pressure in september .
"metromedia said its unit is the fifth-largest provider of long-distance communications service in the u.s. , with projected 1989 revenue of more than $ 550 million .",metromedia,said,said is,metromedia unit,"said metromedia is its unit the fifth-largest provider of long-distance communications service in the u.s. , with projected 1989 revenue of more than $ 550 million ."
"the average six-month yield on a jumbo cd was at 7.90 % , down from 7.93 % , banxquote said .",banxquote,said,was said,yield banxquote,"was the average six-month yield on a jumbo cd at 7.90 % , down from 7.93 % , said banxquote ."
"for longer-term cds , yields were up .",yields,were,were,yields,"for longer-term cds , were up yields ."
"feeling the naggings of a culture imperative , i promptly signed up .",i,signed,signed,i,"feeling the naggings of a culture imperative , promptly signed up i ."
we were coming down straight into their canal .,we,coming,coming,we,were coming down we straight into their canal .
i looked at my watch .,i,looked,looked,i,looked i at my watch .
a whole morning of ballooning and i had been off the ground barely 30 minutes .,i,been,been,i,a whole morning of ballooning and had been off the ground i barely 30 minutes .
"at the same time , they contend that a reduction of nato forces under a treaty will increase the possibility of a conventional soviet attack unless the west retains a residual force of nuclear weapons in europe .",they,contend,increase retains contend,reduction west they,"at the same time , contend they that will increase a reduction of nato forces under a treaty the possibility of a conventional soviet attack unless retains the west a residual force of nuclear weapons in europe ."
tanks currently are defined as armored vehicles weighing 25 tons or more that carry large guns .,tanks,defined,defined,tanks,currently are defined tanks as armored vehicles weighing 25 tons or more carry that large guns .
coke has tended to increase its control when results were sluggish in a given country .,coke,tended,were tended,results coke,has tended coke to increase its control when were results sluggish in a given country .
"ifi also has nonvoting preferred shares , which are quoted on the milan stock exchange .",ifi,has,has,ifi,"also has ifi nonvoting preferred shares , which are quoted on the milan stock exchange ."
"it raised financing of 300 billion lire for the purchase this summer by another agnelli-related group of the food concern galbani s.p . a. , by selling a chunk of its ifi shares to mediobanca s.p . a.",it,raised,raised,it,"raised it financing of 300 billion lire for the purchase this summer by another agnelli-related group of the food concern galbani s.p . a. , by selling a chunk of its ifi shares to mediobanca s.p . a."
"and it treats such activities in a frivolous , cavalier fashion , with total indifference to common sense and public safety .",it,treats,treats,it,"and treats it such activities in a frivolous , cavalier fashion , with total indifference to common sense and public safety ."
"democrats argued that the training wage was a way of allowing employers to pay less than the minimum wage , while new workers need far less than six months to be trained for their jobs .",democrats,argued,argued was need,democrats wage workers,"argued democrats that was the training wage a way of allowing employers to pay less than the minimum wage , while need new workers far less than six months to be trained for their jobs ."
republicans have been imploring the white house to compromise on the wage issue .,republicans,imploring,imploring,republicans,have been imploring republicans the white house to compromise on the wage issue .
"analysts expect armstrong to use proceeds of the sale to reduce debt , buy back stock or perhaps finance an acquisition .",analysts,expect,expect,analysts,"expect analysts armstrong to use proceeds of the sale to reduce debt , buy back stock or perhaps finance an acquisition ."
"analysts hailed the planned transaction as being beneficial to armstrong and shaw , the market leader in the u.s. carpet industry , with an estimated 17 % to 20 % share .",analysts,hailed,hailed,analysts,"hailed analysts the planned transaction as being beneficial to armstrong and shaw , the market leader in the u.s. carpet industry , with an estimated 17 % to 20 % share ."
"yesterday , armstrong reported flat earnings for the third quarter and nine months , worsened by the stock dilution of an employee stock ownership plan adopted earlier this year .",armstrong,reported,reported,armstrong,"yesterday , reported armstrong flat earnings for the third quarter and nine months , worsened by the stock dilution of an employee stock ownership plan adopted earlier this year ."
"for the quarter , earnings were $ 47 million , or 92 cents a share , including a one-time gain of $ 5.9 million .",earnings,were,were,earnings,"for the quarter , were earnings $ 47 million , or 92 cents a share , including a one-time gain of $ 5.9 million ."
"in the year-ago quarter , earnings were $ 42.9 million , or 93 cents a share .",earnings,were,were,earnings,"in the year-ago quarter , were earnings $ 42.9 million , or 93 cents a share ."
"yesterday , armstrong announced an agreement to sell its small applied color systems unit to a subsidiary of the swiss company , brauerei eichof ltd .",armstrong,announced,announced,armstrong,"yesterday , announced armstrong an agreement to sell its small applied color systems unit to a subsidiary of the swiss company , brauerei eichof ltd ."
"armstrong expects to close the sale of the color unit in late november and the carpet sale in december , with the gains to be applied to fourth quarter or first-quarter results .",armstrong,expects,expects applied,armstrong gains,"expects armstrong to close the sale of the color unit in late november and the carpet sale in december , with to be applied the gains to fourth quarter or first-quarter results ."
"these include new orders for manufactured consumer goods , lead times on vendor deliveries , orders for new plant and equipment , and backlogs of orders for durable goods .",these,include,include,these,"include these new orders for manufactured consumer goods , lead times on vendor deliveries , orders for new plant and equipment , and backlogs of orders for durable goods ."
"after various adjustments , they produced a 0.5 % rise in the index for august and a 0.2 % rise for september .",they,produced,produced,they,"after various adjustments , produced they a 0.5 % rise in the index for august and a 0.2 % rise for september ."
"he is 37 , an astronomer with impressive credentials , and something of a genius at making computers do his bidding .",he,is,is do,he computers,"is he 37 , an astronomer with impressive credentials , and something of a genius at making do computers his bidding ."
they promised yet more for really good stuff .,they,promised,promised,they,promised they yet more for really good stuff .
some nights he slept under his desk .,he,slept,slept,he,some nights slept he under his desk .
tymnet is a major network linking computers .,tymnet,is,is,tymnet,is tymnet a major network linking computers .
he savored the humor of his uncombed appearance among these buttoned-up chaps .,he,savored,savored,he,savored he the humor of his uncombed appearance among these buttoned-up chaps .
he became angry in return .,he,became,became,he,became he angry in return .
mips also wants to wedge into markets other than traditional risc applications such as engineering ; mips said the new machine will also be used by businesses and for communications .,mips,wants,said wants used,mips mips machine,also wants mips to wedge into markets other than traditional risc applications such as engineering ; said mips will also be used the new machine by businesses and for communications .
"a year earlier unifirst earned $ 2.4 million , or 24 cents a share adjusted for the split .",unifirst,earned,earned,unifirst,"a year earlier earned unifirst $ 2.4 million , or 24 cents a share adjusted for the split ."
"healthcare has given healthvest a 12 % note for that overdue amount , to be repaid over three years .",healthcare,given,given,healthcare,"has given healthcare a 12 % note for that overdue amount , to be repaid over three years healthvest ."
"we innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the sec .",we,innovated,innovated,we,"innovated we telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , were all of which painfully thought out and not the result of some inadvertence on the part of the sec ."
"as the judge marched down the center aisle in his flowing black robe , he was heralded by a trumpet fanfare .",he,heralded,marched heralded,judge he,"as marched the judge down the center aisle in his flowing black robe , was heralded he by a trumpet fanfare ."
"to many , it was a ceremony more befitting a king than a rural judge seated in the isolated foothills of the southern allegheny mountains .",it,was,was,it,"to many , was it a ceremony more befitting a king than a rural judge seated in the isolated foothills of the southern allegheny mountains ."
"while his case may be extreme , it reflects the vulnerability of many small communities to domineering judges .",it,reflects,reflects,it,"while his case may be extreme , reflects it the vulnerability of many small communities to domineering judges ."
"bailiffs claimed they were required to chauffeur him to and from work , mow his lawn , chop his wood , fix his car and even drop by his house to feed his two grown mutts , dixie and husky .",bailiffs,claimed,claimed required,bailiffs they,"claimed bailiffs were required they to chauffeur him to and from work , mow his lawn , chop his wood , fix his car and even drop by his house to feed his two grown mutts , dixie and husky ."
"even if only some of the allegations stand up , however , they provide ample testimony to the awesome power of judges in rural communities .",they,provide,provide,they,"if even stand up only some of the allegations , , however provide they ample testimony to the awesome power of judges in rural communities ."
"he sipped tea sweetened with honey from his high-backed leather chair at his bench , while scribbling notes ordering spectators to stop whispering or to take off their hats in his courtroom .",he,sipped,sipped stop,he spectators,"sipped he tea sweetened with honey from his high-backed leather chair at his bench , while scribbling notes ordering to stop spectators whispering or to take off their hats in his courtroom ."
"but when the judge received his payment book , he disavowed the deal .",he,disavowed,disavowed received,he judge,"but when received the judge his payment book , disavowed he the deal ."
"mason is the largest toxicology lab in new england , with annual revenue of $ 8 million and 140 employees .",mason,is,is,mason,"is mason the largest toxicology lab in new england , with annual revenue of $ 8 million and 140 employees ."
"mason serves commercial and government customers , including the national institutes of health .",mason,serves,serves,mason,"serves mason commercial and government customers , including the national institutes of health ."
"although the action removes one obstacle in the way of an overall settlement to the case , it also means that mr. hunt could be stripped of virtually all of his assets if the tax court rules against him in a 1982 case heard earlier this year in washington , d.c .",it,means,removes means stripped rules,action it hunt court,"although removes the action one obstacle in the way of an overall settlement to the case , also means it that could be stripped mr. hunt of virtually all of his assets if rules the tax court against him in a 1982 case heard earlier this year in washington , d.c ."
japan has found another safe outlet for its money : u.s. home mortgages .,japan,found,found,japan,has found japan another safe outlet for its money : u.s. home mortgages .
that may not come as a surprise to americans who have watched the japanese snap up properties in the u.s. from golf courses to a stake in rockefeller center .,that,come,come watched snap,that americans japanese,may not come that as a surprise to americans who have watched snap up the japanese properties in the u.s. from golf courses to a stake in rockefeller center .
"but it marks a big change for the japanese , who shunned mortgage securities after getting burned by a big downturn in interest rates a few years back .",it,marks,marks shunned,it japanese,"but marks it a big change for the japanese , who shunned mortgage securities after getting burned a few years back by a big downturn in interest rates ."
"first , they are safe .",they,are,are,they,"first , are they safe ."
"second , they are liquid .",they,are,are,they,"second , are they liquid ."
"he said his suit against enfield seeks two years severance pay , equivalent to c$ 720,000 .",he,said,said seeks,he suit,"said he seeks his suit against enfield two years severance pay , equivalent to c$ 720,000 ."
enfield is a holding company with interests in manufacturing concerns .,enfield,is,is,enfield,is enfield a holding company with interests in manufacturing concerns .
"it is 38.5 % owned by canadian express , another holding company .",it,owned,owned,it,"38.5 % is owned it by canadian express , another holding company ."
"first of all , it is a friendly acquisition in which rockefeller sought out mitsubishi estate and asked it to buy a majority share .",rockefeller,sought,sought is,rockefeller it,"first of all , is it a friendly acquisition in which sought out rockefeller mitsubishi estate and asked it to buy a majority share ."
"rockefeller may well have found its match in mitsubishi estate , a company of long history , strong government ties and sound resources .",rockefeller,found,found,rockefeller,"may well have found rockefeller its match in mitsubishi estate , a company of long history , strong government ties and sound resources ."
"at the time , japan had just opened its doors to the world after about 250 years of isolation and needed a western-style business center .",japan,opened,opened,japan,"at the time , had just opened japan its doors to the world after about 250 years of isolation and needed a western-style business center ."
analysts say the company also could easily issue new convertible bonds or warrants .,analysts,say,say issue,analysts company,say analysts also could easily issue the company new convertible bonds or warrants .
"it is the largest private-sector landowner of the minato-mirai 21 project , a multibillion-yen development in the port city of yokohama , about an hour outside tokyo .",it,is,is,it,"is it the largest private-sector landowner of the minato-mirai 21 project , a multibillion-yen development in the port city of yokohama , about an hour outside tokyo ."
"mitsubishi is also pushing ahead with a controversial plan to redevelop marunouchi into a business center of high-tech buildings , a project budgeted for 30 years and six trillion yen .",mitsubishi,pushing,pushing,mitsubishi,"is also pushing ahead mitsubishi with a controversial plan to redevelop marunouchi into a business center of high-tech buildings , a project budgeted for 30 years and six trillion yen ."
sony is acquiring columbia and guber-peters entertainment co. in two separate transactions valued at more than $ 5 billion .,sony,acquiring,acquiring,sony,is acquiring sony columbia and guber-peters entertainment co. in two separate transactions valued at more than $ 5 billion .
warner has a five-year exclusive contract with mr. guber and mr. peters that requires them to make movies exclusively at the warner bros. studio .,warner,has,has,warner,has warner a five-year exclusive contract with mr. guber and mr. peters that requires them to make movies exclusively at the warner bros. studio .
"but it may amount to little more than posturing ; the two have continued on-again , off-again settlement talks over the last few weeks , and people familiar with the talks say the matter could be resolved within a week .",it,amount,say resolved amount,people matter it,"but may amount it to little more than posturing ; have continued the two on-again , off-again settlement talks over the last few weeks , and say people familiar with the talks could be resolved the matter within a week ."
seagram says the promotion is designed to build brand loyalty rather than promote heavy drinking .,seagram,says,says designed,seagram promotion,says seagram is designed the promotion to build brand loyalty rather than promote heavy drinking .
that compares with 3.5 % butterfat for whole milk .,that,compares,compares,that,compares that with 3.5 % butterfat for whole milk .
"borden even tested a milk with 4 % butterfat in the south , but decided the market was too small .",borden,tested,tested was,borden market,"even tested borden a milk with 4 % butterfat in the south , but decided was the market too small ."
goya is selling leche fresca in nearly 500 grocery stores and bodegas in new york and parts of new jersey .,goya,selling,selling,goya,is selling goya leche fresca in nearly 500 grocery stores and bodegas in new york and parts of new jersey .
"but lately , retailers say , fake has become more fashionable .",retailers,say,say,retailers,"but , say retailers , lately has become fake more fashionable ."
but there are limits .,limits,are,are,limits,but there are limits .
she now lives with relatives in alabama .,she,lives,lives,she,now lives she with relatives in alabama .
then he would move his movement to europe .,he,move,move,he,then would move he his movement to europe .
but that was not to be .,that,was,was,that,but was not that to be .
"insiders say that not even their editors know for sure how much these show-piece publications , along with the newspapers , have cost mr. moon .",insiders,say,say cost know,insiders publications editors,"say insiders that know not even their editors , , how much along with the newspapers have cost these show-piece publications mr. moon for sure ."
i attended several of these in the dual role as a presenter of research findings as well as an investigator of my hosts .,i,attended,attended,i,attended i several of these in the dual role as a presenter of research findings as well as an investigator of my hosts .
it said the situation is caused by efforts to streamline bloated factory payrolls .,it,said,said caused,it situation,said it is caused the situation by efforts to streamline bloated factory payrolls .
israel has been accused in the past of using subterfuge to seek elements needed to develop nuclear weapons .,israel,accused,accused,israel,has been accused israel in the past of using subterfuge to seek elements needed to develop nuclear weapons .
poland is the second communist nation to recognize the seoul government ; south korea established diplomatic relations with hungary in february 1989 .,poland,is,is established,poland korea,is poland the second communist nation to recognize the seoul government ; established south korea diplomatic relations with hungary in february 1989 .
"venezuela will hold a debt-equity auction friday , with 32 potential bidders participating .",venezuela,hold,hold participating,venezuela bidders,"will hold venezuela a debt-equity auction friday , with participating 32 potential bidders ."
"earlier this year , venezuela announced it was opening up debt-equity swaps to foreign investors but said the program would be limited to a net disbursement of $ 600 million a year .",venezuela,announced,announced opening,venezuela it,"earlier this year , announced venezuela was opening up it debt-equity swaps to foreign investors but said the program would be limited to a net disbursement of $ 600 million a year ."
"in 1988 , a year and a half after mrs. marcos and her late husband , ferdinand marcos , the ousted president of the philippines , fled the philippines for hawaii , they were charged with racketeering , conspiracy , obstruction of justice and mail fraud in a scheme in which they allegedly embezzled more than $ 100 million from their homeland .",they,charged,charged embezzled fled,they they marcos,"in 1988 , a year and a half after fled mrs. marcos and her late husband , ferdinand marcos , the ousted president of the philippines , the philippines for hawaii , were charged they with racketeering , conspiracy , obstruction of justice and mail fraud in a scheme in which allegedly embezzled they more than $ 100 million from their homeland ."
"as a result , he said he will examine the marcos documents sought by the prosecutors to determine whether turning over the filings is self-incrimination .",he,said,said examine,he he,"as a result , said he will examine he the marcos documents sought by the prosecutors to determine whether turning over the filings is self-incrimination ."
ashurst is new to the far east .,ashurst,is,is,ashurst,is ashurst new to the far east .
sidley will maintain its association with the hashidate law office in tokyo .,sidley,maintain,maintain,sidley,will maintain sidley its association with the hashidate law office in tokyo .
employees wore identification badges listing not only their names but also their dates of hire .,employees,wore,wore,employees,wore employees identification badges listing not only their names but also their dates of hire .
"in recent years , nissan has instituted flex-time work schedules and allowed employees to dress casually , even in blue jeans .",nissan,instituted,instituted,nissan,"in recent years , has instituted nissan flex-time work schedules and allowed employees to dress casually , even in blue jeans ."
"and in a japanese corporate first , nissan recently opened the first coed company dormitory for single employees at the suburban tokyo technical center .",nissan,opened,opened,nissan,"and in a japanese corporate first , recently opened nissan the first coed company dormitory for single employees at the suburban tokyo technical center ."
"this corporate glasnost is a big reason nissan , after years of making lackluster cars and lousy profits , has loosened up its rigid ways and now is riding a string of hits , ranging from the sleek maxima sedan and porsche-like 300zx to the whimsically nostalgic pao , a minicar sold only in japan .",nissan,loosened,loosened,nissan,"is this corporate glasnost a big reason , after years of making lackluster cars and lousy profits , has loosened up nissan its rigid ways and now is riding a string of hits , ranging from the sleek maxima sedan and porsche-like 300zx to the whimsically nostalgic pao , a minicar sold only in japan ."
"at that time , tasks were assigned strictly on the basis of seniority .",tasks,assigned,assigned,tasks,"at that time , were assigned tasks strictly on the basis of seniority ."
"but when they arrived at the door , all were afraid to go in , fearing that they would be out of place .",they,arrived,arrived,they,"but when arrived they at the door , were all afraid to go in , fearing that they would be out of place ."
"since then , nissan also has launched new versions of the $ 13,249 240sx sporty coupe and 300zx sports car .",nissan,launched,launched,nissan,"since then , also has launched nissan new versions of the $ 13,249 240sx sporty coupe and 300zx sports car ."
nissan helped develop a tokyo restaurant with both vehicles as its design theme .,nissan,helped,helped,nissan,helped nissan develop a tokyo restaurant with both vehicles as its design theme .
nissan had 29 % of the japanese car market in 1980 before beginning a depressing eight-year slide that continued through last year .,nissan,had,had,nissan,had nissan 29 % of the japanese car market in 1980 before beginning a depressing eight-year slide that continued through last year .
"in compact and subcompact cars , the bread-and-butter sales generators for japanese auto makers , nissan still trails toyota and honda .",nissan,trails,trails,nissan,"in compact and subcompact cars , the bread-and-butter sales generators for japanese auto makers , still trails nissan toyota and honda ."
"nissan hopes that that will start to change this fall , with its new version of the stanza compact sedan .",nissan,hopes,hopes start,nissan that,"hopes nissan that will start that to change this fall , with its new version of the stanza compact sedan ."
"but this year , honda has revamped the accord and made it a midsized car .",honda,revamped,revamped,honda,"but this year , has revamped honda the accord and made it a midsized car ."
"nissan instead has kept its new stanza a bit smaller than that and cut the base price 6 % ; at $ 11,450 , stanza prices start $ 749 below the predecessor model yet have a more-powerful engine .",nissan,kept,start kept,prices nissan,"instead has kept nissan its new stanza a bit smaller than that and cut 6 % the base price ; at $ 11,450 , start yet stanza prices $ 749 below the predecessor model have a more-powerful engine ."
nissan will introduce a completely revamped sentra next fall .,nissan,introduce,introduce,nissan,will introduce nissan a completely revamped sentra next fall .
"nissan will build only about 3,500 of the $ 38,000 infiniti q45 sedans each month , sending about 2,000 of them to the u.s. and keeping the rest for sale in japan .",nissan,build,build,nissan,"will build nissan only about 3,500 of the $ 38,000 infiniti q45 sedans each month , sending about 2,000 of them to the u.s. and keeping the rest for sale in japan ."
"toyota wants to sell about 49,000 lexus ls400 sedans next year in the u.s. alone .",toyota,wants,wants,toyota,"wants toyota to sell about 49,000 lexus ls400 sedans next year in the u.s. alone ."
"but on reflection , mr. oka says , he concluded that nissan is being prudent in following its slow-startup strategy instead of simply copying lexus .",he,concluded,concluded says,he oka,"but on reflection , says mr. oka , concluded he that nissan is being prudent in following its slow-startup strategy instead of simply copying lexus ."
"nissan had record net income of 114.63 billion yen ( $ 868 million ) in the fiscal year ended last march 31 , a remarkable recovery from the 20.39 billion yen of two years earlier , when the company lost money on operations .",nissan,had,had lost,nissan company,"had nissan record net income of 114.63 billion yen ( $ 868 million ) in the fiscal year ended last march 31 , a remarkable recovery from the 20.39 billion yen of two years earlier , when lost the company money on operations ."
nissan has increased earnings more than market share by cutting costs and by taking advantage of a general surge in japanese car sales .,nissan,increased,increased,nissan,has increased more than market share nissan earnings by cutting costs and by taking advantage of a general surge in japanese car sales .
"to help close the gap , nissan recently established a top-level cost-cutting committee .",nissan,established,established,nissan,"to help close the gap , recently established nissan a top-level cost-cutting committee ."
"that gives it an enviable strategic advantage , at least until its rivals catch up , but also plenty of managerial headaches .",that,gives,gives catch,that rivals,"gives that an enviable strategic advantage , at least until catch up its rivals , but also plenty of managerial headaches it ."
"warner is part of warner communications inc. , which is in the process of being acquired by time warner inc .",warner,is,is,warner,"is warner part of warner communications inc. , which is in the process of being acquired by time warner inc ."
bnl was unable to elaborate on what measures were planned by the bank to improve controls on its branches abroad .,bnl,was,was planned,bnl measures,was bnl unable to elaborate on were planned what measures to improve controls on its branches abroad by the bank .
"i am not a proponent of everything gandhi did , but some of his law breaking was justified because india was then under occupation by a foreign power , and indians were not able to participate fully in decisions that vitally affected them .",gandhi,did,affected did,decisions gandhi,"i am not a proponent of everything did gandhi , but was some of his law breaking justified because india was then under occupation by a foreign power , and indians were not able to participate fully in decisions that vitally affected them ."
demonstrations are particularly apt to degenerate into criminal conduct when they leave the site of the grievance and become mobile .,demonstrations,are,are leave,demonstrations they,are demonstrations particularly apt to degenerate into criminal conduct when leave they the site of the grievance and become mobile .
he dies .,he,dies,dies,he,dies he .
"let us look for a moment at another type of non-violent civil disobedience that only harms other people indirectly , yet does irreparable damage to the nation as a whole .",us,look,look harms,us type,"let look us at another type of non-violent civil disobedience that only harms indirectly yet other people , does irreparable damage to the nation as a whole for a moment ."
it is amazing that the ensuing mass executions in vietnam and cambodia do not weight more heavily on minds so morally fine-tuned .,it,is,is weight,it executions,is it amazing that do not weight more heavily the ensuing mass executions in vietnam and cambodia on minds so morally fine-tuned .
"if you have not , it is probable that a thorough airing of the dispute by calm and rational debate would have been the better course .",it,is,is,it,"if have not you , is it probable that a thorough airing of the dispute by calm and rational debate would have been the better course ."
"after a flat second quarter tied largely to lower newsprint earnings , kimberly-clark attributed the gain to improved results in its consumer businesses in north america , brazil and korea .",kimberly-clark,attributed,attributed,kimberly-clark,"after a flat second quarter tied largely to lower newsprint earnings , attributed kimberly-clark the gain to improved results in its consumer businesses in north america , brazil and korea ."
"in the first nine months , profit rose 10 % to $ 313.2 million , or $ 3.89 a share , from $ 283.9 million , or $ 3.53 a share .",profit,rose,rose,profit,"in the first nine months , rose profit 10 % to $ 313.2 million , or $ 3.89 a share , from $ 283.9 million , or $ 3.53 a share ."
sales rose 6.7 % to $ 4.27 billion from $ 4 billion .,sales,rose,rose,sales,rose sales 6.7 % to $ 4.27 billion from $ 4 billion .
"in new york stock exchange composite trading , kimberly-clark closed at $ 66.50 a share , up $ 1.50 .",kimberly-clark,closed,closed,kimberly-clark,"in new york stock exchange composite trading , closed up $ 1.50 kimberly-clark at $ 66.50 a share , ."
"this is the year : unsuspecting filers of 1988 personal returns are being picked randomly for thorough audits to help the irs update its criteria for enforcement , audit selection , and use of resources .",this,is,is update picked,this irs filers,"is this the year : are being picked randomly unsuspecting filers of 1988 personal returns to help update the irs its criteria for enforcement , audit selection , and use of resources for thorough audits ."
but they were stripped from the senate bill after staffers estimated penalty revenue would fall by $ 216 million over five years .,they,stripped,estimated stripped fall,staffers they revenue,but were stripped they from the senate bill after estimated staffers would fall penalty revenue by $ 216 million over five years .
states are following suit .,states,following,following,states,are following states suit .
hugo felled vast timberlands .,hugo,felled,felled,hugo,felled hugo vast timberlands .
"that may leave a lot of leeway for u.s. bankruptcy judge burton r. lifland to decide what , if anything , the pilots actually collect .",that,leave,leave decide,that lifland,"may leave that a lot of leeway for to decide u.s. bankruptcy judge burton r. lifland what , if anything , actually collect the pilots ."
"in august , he issued the ruling that let the pilots pursue their back-pay grievance before the arbitrator .",he,issued,pursue issued,pilots he,"in august , issued he the ruling that let pursue the pilots their back-pay grievance before the arbitrator ."
