original_sent,main_subj,main_verb,all_verbs,all_subjs,reordered_sent
"midmorning , he dons an orange-and-blue uniform and , for fun , may field a bunt from dave kingman .",he,dons,dons,he,"midmorning , an orange-and-blue uniform dons he and , for fun , a bunt from dave kingman may field ."
these days he hustles to house-painting jobs in his chevy pickup before and after training with the tropics .,he,hustles,hustles,he,these days hustles he to house-painting jobs in his chevy pickup before and after training with the tropics .
some have been training for months ; others only recently left active status .,others,left,left,others,have been training some for months ; active status only recently left others .
he no longer crowds the plate .,he,crowds,crowds,he,the plate no longer crowds he .
"stuffing a wad of red man into his cheek , he admits the fastball he brought into the majors in 1955 has become a slowball .",he,admits,brought become admits,he fastball he,"a wad of red man stuffing into his cheek , a slowball has become the fastball brought he into the majors in 1955 admits he ."
he will compensate with the guile learned from his years in the majors .,he,compensate,compensate,he,will compensate he with the guile learned from his years in the majors .
he has good control .,he,has,has,he,good control has he .
"alltel holds 45 % of the franchise , which has operations in aiken , s.c. , and augusta , ga .",alltel,holds,has holds,franchise alltel,"45 % of the franchise , which operations in aiken , s.c. , and augusta , ga has holds alltel ."
reserves traded among commercial banks for overnight use in amounts of $ 1 million or more .,reserves,traded,traded,reserves,traded reserves among commercial banks for overnight use in amounts of $ 1 million or more .
it also reported a 2.6 % decline in its raw-materials price index for september .,it,reported,reported,it,a 2.6 % decline in its raw-materials price index for september also reported it .
"seats currently are quoted at $ 400,000 bid , $ 425,000 asked .",seats,quoted,quoted,seats,"currently are quoted seats at $ 400,000 bid , $ 425,000 asked ."
gm has been negotiating a friendly transaction with jaguar that likely would involve joint ventures and an eventual stake of just under 30 % .,gm,negotiating,negotiating,gm,a friendly transaction with jaguar that joint ventures and an eventual stake of just under 30 % likely would involve has been negotiating gm .
"analysts expect ford will make the first move , perhaps today , with an initial offer of about 900 pence ( $ 14.25 ) a share .",analysts,expect,expect make,analysts ford,"the first move will make ford , perhaps today , with an initial offer of about 900 pence ( $ 14.25 ) a share expect analysts ."
"in a prepared statement , gm suggested its plans for jaguar would be more valuable in the long run than the initial windfalls investors might reap from a hostile ford bid .",gm,suggested,suggested reap,gm investors,"in a prepared statement , its plans for jaguar would be more valuable in the long run than the initial windfalls might reap investors from a hostile ford bid suggested gm ."
"dow will own 60 % of the venture , with eli lilly holding the rest .",dow,own,holding own,lilly dow,"60 % of the venture will own dow , with the rest holding eli lilly ."
"dataproducts is fighting a hostile tender offer by dpc acquisition partners , a group led by new york-based crescott investments associates .",dataproducts,fighting,fighting,dataproducts,"a hostile tender offer by dpc acquisition partners , a group led by new york-based crescott investments associates is fighting dataproducts ."
"first , he said , domestic interest rates are likely to stay at higher levels as increased anticipation of inflation followed rising consumer prices reported last week .",he,said,said are followed,he rates anticipation,"first , said he , are domestic interest rates likely to stay at higher levels as rising consumer prices reported last week followed increased anticipation of inflation ."
"despite the modest gains , traders said the market remains dull , with investors remaining cautiously on the sidelines .",traders,said,said remaining remains,traders investors market,"despite the modest gains , dull remains the market , with remaining cautiously investors on the sidelines said traders ."
prices were mixed in zurich and lower in stockholm .,prices,were,were,prices,were prices mixed in zurich and lower in stockholm .
"stocks closed higher in hong kong , manila , singapore , sydney and wellington , but were lower in seoul .",stocks,closed,closed,stocks,"closed higher stocks in hong kong , manila , singapore , sydney and wellington , but were lower in seoul ."
taipei was closed for a holiday .,taipei,closed,closed,taipei,was closed taipei for a holiday .
he said summer drought problems that had hit several southern agricultural regions had stopped being a major source of price pressure in september .,he,said,stopped said,problems he,being a major source of price pressure had stopped summer drought problems that several southern agricultural regions had hit in september said he .
"metromedia said its unit is the fifth-largest provider of long-distance communications service in the u.s. , with projected 1989 revenue of more than $ 550 million .",metromedia,said,said is,metromedia unit,"is its unit the fifth-largest provider of long-distance communications service in the u.s. , with projected 1989 revenue of more than $ 550 million said metromedia ."
"the average six-month yield on a jumbo cd was at 7.90 % , down from 7.93 % , banxquote said .",banxquote,said,was said,yield banxquote,"was the average six-month yield on a jumbo cd at 7.90 % , down from 7.93 % , said banxquote ."
"for longer-term cds , yields were up .",yields,were,were,yields,"for longer-term cds , were up yields ."
"feeling the naggings of a culture imperative , i promptly signed up .",i,signed,signed,i,"the naggings of a culture imperative feeling , promptly signed up i ."
we were coming down straight into their canal .,we,coming,coming,we,were coming down we straight into their canal .
i looked at my watch .,i,looked,looked,i,looked i at my watch .
a whole morning of ballooning and i had been off the ground barely 30 minutes .,i,been,been,i,a whole morning of ballooning and had been off the ground i barely 30 minutes .
"at the same time , they contend that a reduction of nato forces under a treaty will increase the possibility of a conventional soviet attack unless the west retains a residual force of nuclear weapons in europe .",they,contend,contend increase retains,they reduction west,"at the same time , that the possibility of a conventional soviet attack will increase a reduction of nato forces under a treaty unless a residual force of nuclear weapons retains the west in europe contend they ."
tanks currently are defined as armored vehicles weighing 25 tons or more that carry large guns .,tanks,defined,defined,tanks,currently are defined tanks as armored vehicles 25 tons or more weighing large guns carry that .
coke has tended to increase its control when results were sluggish in a given country .,coke,tended,were tended,results coke,its control to increase when were results sluggish in a given country has tended coke .
"ifi also has nonvoting preferred shares , which are quoted on the milan stock exchange .",ifi,has,has,ifi,"nonvoting preferred shares , which are quoted on the milan stock exchange also has ifi ."
"it raised financing of 300 billion lire for the purchase this summer by another agnelli-related group of the food concern galbani s.p . a. , by selling a chunk of its ifi shares to mediobanca s.p . a.",it,raised,raised,it,"financing of 300 billion lire raised it for the purchase this summer by another agnelli-related group of the food concern galbani s.p . a. , by a chunk of its ifi shares selling to mediobanca s.p . a."
"and it treats such activities in a frivolous , cavalier fashion , with total indifference to common sense and public safety .",it,treats,treats,it,"and such activities treats it in a frivolous , cavalier fashion , with total indifference to common sense and public safety ."
"democrats argued that the training wage was a way of allowing employers to pay less than the minimum wage , while new workers need far less than six months to be trained for their jobs .",democrats,argued,argued need was,democrats workers wage,"that was the training wage a way of employers less than the minimum wage to pay , while need new workers far less than six months to be trained for their jobs allowing argued democrats ."
republicans have been imploring the white house to compromise on the wage issue .,republicans,imploring,imploring,republicans,the white house to compromise on the wage issue have been imploring republicans .
"analysts expect armstrong to use proceeds of the sale to reduce debt , buy back stock or perhaps finance an acquisition .",analysts,expect,expect,analysts,"armstrong proceeds of the sale to use debt to reduce , stock buy back or an acquisition perhaps finance expect analysts ."
"analysts hailed the planned transaction as being beneficial to armstrong and shaw , the market leader in the u.s. carpet industry , with an estimated 17 % to 20 % share .",analysts,hailed,hailed,analysts,"the planned transaction hailed analysts as being beneficial to armstrong and shaw , the market leader in the u.s. carpet industry , with an estimated 17 % to 20 % share ."
"yesterday , armstrong reported flat earnings for the third quarter and nine months , worsened by the stock dilution of an employee stock ownership plan adopted earlier this year .",armstrong,reported,reported,armstrong,"yesterday , flat earnings for the third quarter and nine months , worsened by the stock dilution of an employee stock ownership plan adopted earlier this year reported armstrong ."
"for the quarter , earnings were $ 47 million , or 92 cents a share , including a one-time gain of $ 5.9 million .",earnings,were,were,earnings,"for the quarter , were earnings $ 47 million , or 92 cents a share , including a one-time gain of $ 5.9 million ."
"in the year-ago quarter , earnings were $ 42.9 million , or 93 cents a share .",earnings,were,were,earnings,"in the year-ago quarter , were earnings $ 42.9 million , or 93 cents a share ."
"yesterday , armstrong announced an agreement to sell its small applied color systems unit to a subsidiary of the swiss company , brauerei eichof ltd .",armstrong,announced,announced,armstrong,"yesterday , an agreement its small applied color systems unit to sell to a subsidiary of the swiss company , brauerei eichof ltd announced armstrong ."
"armstrong expects to close the sale of the color unit in late november and the carpet sale in december , with the gains to be applied to fourth quarter or first-quarter results .",armstrong,expects,applied expects,gains armstrong,"the sale of the color unit to close in late november and the carpet sale in december , with to be applied the gains to fourth quarter or first-quarter results expects armstrong ."
"these include new orders for manufactured consumer goods , lead times on vendor deliveries , orders for new plant and equipment , and backlogs of orders for durable goods .",these,include,include,these,"new orders for manufactured consumer goods , lead times on vendor deliveries , orders for new plant and equipment , and backlogs of orders for durable goods include these ."
"after various adjustments , they produced a 0.5 % rise in the index for august and a 0.2 % rise for september .",they,produced,produced,they,"after various adjustments , a 0.5 % rise in the index for august and a 0.2 % rise for september produced they ."
"he is 37 , an astronomer with impressive credentials , and something of a genius at making computers do his bidding .",he,is,is do,he computers,"is he 37 , an astronomer with impressive credentials , and something of a genius at his bidding do computers making ."
they promised yet more for really good stuff .,they,promised,promised,they,yet more for really good stuff promised they .
some nights he slept under his desk .,he,slept,slept,he,some nights slept he under his desk .
tymnet is a major network linking computers .,tymnet,is,is,tymnet,is tymnet a major network computers linking .
he savored the humor of his uncombed appearance among these buttoned-up chaps .,he,savored,savored,he,the humor of his uncombed appearance among these buttoned-up chaps savored he .
he became angry in return .,he,became,became,he,angry became he in return .
mips also wants to wedge into markets other than traditional risc applications such as engineering ; mips said the new machine will also be used by businesses and for communications .,mips,wants,used said wants,machine mips mips,to wedge into markets other than traditional risc applications such as engineering also wants mips ; will also be used the new machine by businesses and for communications said mips .
"a year earlier unifirst earned $ 2.4 million , or 24 cents a share adjusted for the split .",unifirst,earned,earned,unifirst,"$ 2.4 million , or 24 cents a share adjusted for the split a year earlier earned unifirst ."
"healthcare has given healthvest a 12 % note for that overdue amount , to be repaid over three years .",healthcare,given,given,healthcare,"a 12 % note for that overdue amount , to be repaid over three years has given healthcare healthvest ."
"we innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the sec .",we,innovated,innovated,we,"telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , were all of which painfully thought out and not the result of some inadvertence on the part of the sec innovated we ."
"as the judge marched down the center aisle in his flowing black robe , he was heralded by a trumpet fanfare .",he,heralded,marched heralded,judge he,"as marched the judge down the center aisle in his flowing black robe , was heralded he by a trumpet fanfare ."
"to many , it was a ceremony more befitting a king than a rural judge seated in the isolated foothills of the southern allegheny mountains .",it,was,was,it,"to many , was it a ceremony more befitting a king than a rural judge seated in the isolated foothills of the southern allegheny mountains ."
"while his case may be extreme , it reflects the vulnerability of many small communities to domineering judges .",it,reflects,reflects,it,"while his case may be extreme , the vulnerability of many small communities to domineering judges reflects it ."
"bailiffs claimed they were required to chauffeur him to and from work , mow his lawn , chop his wood , fix his car and even drop by his house to feed his two grown mutts , dixie and husky .",bailiffs,claimed,required claimed,they bailiffs,"him to chauffeur to and from work , his lawn mow , his wood chop , his car fix and his house even drop by his two grown mutts , dixie and husky to feed were required they claimed bailiffs ."
"even if only some of the allegations stand up , however , they provide ample testimony to the awesome power of judges in rural communities .",they,provide,provide,they,"if even stand up only some of the allegations , , ample testimony to the awesome power of judges in rural communities however provide they ."
"he sipped tea sweetened with honey from his high-backed leather chair at his bench , while scribbling notes ordering spectators to stop whispering or to take off their hats in his courtroom .",he,sipped,stop sipped,spectators he,"tea sweetened with honey sipped he from his high-backed leather chair at his bench , while notes whispering to stop spectators or their hats to take off in his courtroom ordering scribbling ."
"but when the judge received his payment book , he disavowed the deal .",he,disavowed,disavowed received,he judge,"but his payment book when received the judge , the deal disavowed he ."
"mason serves commercial and government customers , including the national institutes of health .",mason,serves,serves,mason,"commercial and government customers , including the national institutes of health serves mason ."
"although the action removes one obstacle in the way of an overall settlement to the case , it also means that mr. hunt could be stripped of virtually all of his assets if the tax court rules against him in a 1982 case heard earlier this year in washington , d.c .",it,means,means stripped removes rules,it hunt action court,"although one obstacle in the way of an overall settlement to the case removes the action , that could be stripped mr. hunt of virtually all of his assets if rules the tax court against him in a 1982 case heard earlier this year in washington , d.c also means it ."
japan has found another safe outlet for its money : u.s. home mortgages .,japan,found,found,japan,another safe outlet for its money : u.s. home mortgages has found japan .
that may not come as a surprise to americans who have watched the japanese snap up properties in the u.s. from golf courses to a stake in rockefeller center .,that,come,come watched snap,that americans japanese,may not come that as a surprise to americans who properties in the u.s. from golf courses to a stake in rockefeller center snap up the japanese have watched .
"but it marks a big change for the japanese , who shunned mortgage securities after getting burned by a big downturn in interest rates a few years back .",it,marks,marks shunned,it japanese,"but a big change for the japanese , who mortgage securities shunned after getting burned a few years back by a big downturn in interest rates marks it ."
"at the moment , nomura is the only japanese institution authorized to act as a primary seller of fannie mae instruments .",nomura,is,is,nomura,"at the moment , is nomura the only japanese institution to act as a primary seller of fannie mae instruments authorized ."
"second , they are liquid .",they,are,are,they,"second , are they liquid ."
"he said his suit against enfield seeks two years severance pay , equivalent to c$ 720,000 .",he,said,seeks said,suit he,"two years severance pay , equivalent to c$ 720,000 seeks his suit against enfield said he ."
enfield is a holding company with interests in manufacturing concerns .,enfield,is,is,enfield,is enfield a holding company with interests in manufacturing concerns .
"it is 38.5 % owned by canadian express , another holding company .",it,owned,owned,it,"38.5 % is owned it by canadian express , another holding company ."
hees is a merchant bank controlled by toronto financiers peter and edward bronfman .,hees,is,is,hees,is hees a merchant bank controlled by toronto financiers peter and edward bronfman .
"rockefeller may well have found its match in mitsubishi estate , a company of long history , strong government ties and sound resources .",rockefeller,found,found,rockefeller,"its match may well have found rockefeller in mitsubishi estate , a company of long history , strong government ties and sound resources ."
"at the time , japan had just opened its doors to the world after about 250 years of isolation and needed a western-style business center .",japan,opened,opened,japan,"at the time , its doors had just opened japan to the world after about 250 years of isolation and a western-style business center needed ."
analysts say the company also could easily issue new convertible bonds or warrants .,analysts,say,issue say,company analysts,new convertible bonds or warrants also could easily issue the company say analysts .
"it is the largest private-sector landowner of the minato-mirai 21 project , a multibillion-yen development in the port city of yokohama , about an hour outside tokyo .",it,is,is,it,"is it the largest private-sector landowner of the minato-mirai 21 project , a multibillion-yen development in the port city of yokohama , about an hour outside tokyo ."
"mitsubishi is also pushing ahead with a controversial plan to redevelop marunouchi into a business center of high-tech buildings , a project budgeted for 30 years and six trillion yen .",mitsubishi,pushing,pushing,mitsubishi,"is also pushing ahead mitsubishi with a controversial plan marunouchi to redevelop into a business center of high-tech buildings , a project budgeted for 30 years and six trillion yen ."
sony is acquiring columbia and guber-peters entertainment co. in two separate transactions valued at more than $ 5 billion .,sony,acquiring,acquiring,sony,columbia and guber-peters entertainment co. is acquiring sony in two separate transactions valued at more than $ 5 billion .
warner has a five-year exclusive contract with mr. guber and mr. peters that requires them to make movies exclusively at the warner bros. studio .,warner,has,has,warner,a five-year exclusive contract with mr. guber and mr. peters that them movies to make exclusively at the warner bros. studio requires has warner .
"but it may amount to little more than posturing ; the two have continued on-again , off-again settlement talks over the last few weeks , and people familiar with the talks say the matter could be resolved within a week .",it,amount,amount resolved say,it matter people,"but may amount it to little more than posturing ; on-again , off-again settlement talks have continued the two over the last few weeks , and could be resolved the matter within a week say people familiar with the talks ."
seagram says the promotion is designed to build brand loyalty rather than promote heavy drinking .,seagram,says,designed says,promotion seagram,brand loyalty to build rather than heavy drinking promote is designed the promotion says seagram .
goya concocts a milk for hispanic tastes,goya,concocts,concocts,goya,a milk for hispanic tastes concocts goya
"borden even tested a milk with 4 % butterfat in the south , but decided the market was too small .",borden,tested,was tested,market borden,"a milk with 4 % butterfat even tested borden in the south , but was the market too small decided ."
goya is selling leche fresca in nearly 500 grocery stores and bodegas in new york and parts of new jersey .,goya,selling,selling,goya,leche fresca is selling goya in nearly 500 grocery stores and bodegas in new york and parts of new jersey .
"but lately , retailers say , fake has become more fashionable .",retailers,say,say,retailers,"but , say retailers , more fashionable lately has become fake ."
but there are limits .,limits,are,are,limits,but there are limits .
trifari now trains sales help to advise customers on the best earring styles .,trifari,trains,trains,trifari,sales help customers to advise on the best earring styles now trains trifari .
then he would move his movement to europe .,he,move,move,he,his movement then would move he to europe .
but that was not to be .,that,was,was,that,but to be was not that .
"for a while in the 1970s it seemed mr. moon was on a spending spree , with such purchases as the former new yorker hotel and its adjacent manhattan center ; a fishing/processing conglomerate with branches in alaska , massachusetts , virginia and louisiana ; a former christian brothers monastery and the seagram family mansion ( both picturesquely situated on the hudson river ) ; shares in banks from washington to uruguay ; a motion picture production company , and newspapers , such as the washington times , the new york city tribune ( originally the news world ) , and the successful spanish-language noticias del mundo .",it,seemed,seemed was,it moon,"for a while in the 1970s was mr. moon on a spending spree , with such purchases as the former new yorker hotel and its adjacent manhattan center ; a fishing/processing conglomerate with branches in alaska , massachusetts , virginia and louisiana ; a former christian brothers monastery and the seagram family mansion ( both picturesquely situated on the hudson river ) ; shares in banks from washington to uruguay ; a motion picture production company , and newspapers , such as the washington times , the new york city tribune ( originally the news world ) , and the successful spanish-language noticias del mundo seemed it ."
i attended several of these in the dual role as a presenter of research findings as well as an investigator of my hosts .,i,attended,attended,i,several of these attended i in the dual role as a presenter of research findings as well as an investigator of my hosts .
( europe had proved even less hospitable than north america .,europe,proved,proved,europe,( even less hospitable than north america had proved europe .
israel has been accused in the past of using subterfuge to seek elements needed to develop nuclear weapons .,israel,accused,accused,israel,has been accused israel in the past of subterfuge using elements nuclear weapons to develop needed to seek .
poland is the second communist nation to recognize the seoul government ; south korea established diplomatic relations with hungary in february 1989 .,poland,is,is established,poland korea,is poland the second communist nation the seoul government to recognize ; diplomatic relations established south korea with hungary in february 1989 .
"venezuela will hold a debt-equity auction friday , with 32 potential bidders participating .",venezuela,hold,participating hold,bidders venezuela,"a debt-equity auction will hold venezuela friday , with participating 32 potential bidders ."
"earlier this year , venezuela announced it was opening up debt-equity swaps to foreign investors but said the program would be limited to a net disbursement of $ 600 million a year .",venezuela,announced,announced opening,venezuela it,"earlier this year , debt-equity swaps was opening up it to foreign investors announced venezuela but the program would be limited to a net disbursement of $ 600 million a year said ."
"in 1988 , a year and a half after mrs. marcos and her late husband , ferdinand marcos , the ousted president of the philippines , fled the philippines for hawaii , they were charged with racketeering , conspiracy , obstruction of justice and mail fraud in a scheme in which they allegedly embezzled more than $ 100 million from their homeland .",they,charged,charged fled embezzled,they marcos they,"in 1988 , a year and a half after the philippines fled mrs. marcos and her late husband , ferdinand marcos , the ousted president of the philippines , for hawaii , were charged they with racketeering , conspiracy , obstruction of justice and mail fraud in a scheme in which more than $ 100 million allegedly embezzled they from their homeland ."
"as a result , he said he will examine the marcos documents sought by the prosecutors to determine whether turning over the filings is self-incrimination .",he,said,examine said,he he,"as a result , the marcos documents sought by the prosecutors will examine he whether the filings turning over is self-incrimination to determine said he ."
ashurst is new to the far east .,ashurst,is,is,ashurst,is ashurst new to the far east .
sidley will maintain its association with the hashidate law office in tokyo .,sidley,maintain,maintain,sidley,its association with the hashidate law office in tokyo will maintain sidley .
employees wore identification badges listing not only their names but also their dates of hire .,employees,wore,wore,employees,identification badges not only their names but also their dates of hire listing wore employees .
"in recent years , nissan has instituted flex-time work schedules and allowed employees to dress casually , even in blue jeans .",nissan,instituted,instituted,nissan,"in recent years , flex-time work schedules has instituted nissan and employees to dress casually , even in blue jeans allowed ."
"and in a japanese corporate first , nissan recently opened the first coed company dormitory for single employees at the suburban tokyo technical center .",nissan,opened,opened,nissan,"and in a japanese corporate first , the first coed company dormitory for single employees recently opened nissan at the suburban tokyo technical center ."
"this corporate glasnost is a big reason nissan , after years of making lackluster cars and lousy profits , has loosened up its rigid ways and now is riding a string of hits , ranging from the sleek maxima sedan and porsche-like 300zx to the whimsically nostalgic pao , a minicar sold only in japan .",nissan,loosened,loosened,nissan,"is this corporate glasnost a big reason , after years of lackluster cars and lousy profits making , its rigid ways has loosened up nissan and a string of hits , ranging from the sleek maxima sedan and porsche-like 300zx to the whimsically nostalgic pao , a minicar sold only in japan now is riding ."
"at that time , tasks were assigned strictly on the basis of seniority .",tasks,assigned,assigned,tasks,"at that time , were assigned tasks strictly on the basis of seniority ."
"desperately hoping to spark sales , nissan transferred 5,000 middle managers and plant workers to dealerships .",nissan,transferred,transferred,nissan,"sales to spark desperately hoping , 5,000 middle managers and plant workers transferred nissan to dealerships ."
"since then , nissan also has launched new versions of the $ 13,249 240sx sporty coupe and 300zx sports car .",nissan,launched,launched,nissan,"since then , new versions of the $ 13,249 240sx sporty coupe and 300zx sports car also has launched nissan ."
"in its home market , nissan has grabbed attention with limited-production minicars featuring styling odd enough to be cute .",nissan,grabbed,grabbed,nissan,"in its home market , attention has grabbed nissan with limited-production minicars styling odd enough to be cute featuring ."
nissan had 29 % of the japanese car market in 1980 before beginning a depressing eight-year slide that continued through last year .,nissan,had,had,nissan,29 % of the japanese car market had nissan in 1980 before a depressing eight-year slide that continued through last year beginning .
"in compact and subcompact cars , the bread-and-butter sales generators for japanese auto makers , nissan still trails toyota and honda .",nissan,trails,trails,nissan,"in compact and subcompact cars , the bread-and-butter sales generators for japanese auto makers , toyota and honda still trails nissan ."
"nissan hopes that that will start to change this fall , with its new version of the stanza compact sedan .",nissan,hopes,hopes start,nissan that,"that to change will start that this fall , with its new version of the stanza compact sedan hopes nissan ."
"but this year , honda has revamped the accord and made it a midsized car .",honda,revamped,revamped,honda,"but this year , the accord has revamped honda and it a midsized car made ."
"nissan instead has kept its new stanza a bit smaller than that and cut the base price 6 % ; at $ 11,450 , stanza prices start $ 749 below the predecessor model yet have a more-powerful engine .",nissan,kept,start kept,prices nissan,"its new stanza a bit smaller than that instead has kept nissan and 6 % cut the base price ; at $ 11,450 , start yet stanza prices $ 749 below the predecessor model a more-powerful engine have ."
nissan will introduce a completely revamped sentra next fall .,nissan,introduce,introduce,nissan,a completely revamped sentra will introduce nissan next fall .
nissan started advertising infiniti fully eight months before the cars hit american showrooms .,nissan,started,hit started,cars nissan,infiniti advertising fully eight months before american showrooms hit the cars started nissan .
"toyota wants to sell about 49,000 lexus ls400 sedans next year in the u.s. alone .",toyota,wants,wants,toyota,"about 49,000 lexus ls400 sedans to sell next year in the u.s. alone wants toyota ."
"but on reflection , mr. oka says , he concluded that nissan is being prudent in following its slow-startup strategy instead of simply copying lexus .",he,concluded,says concluded,oka he,"but on reflection , says mr. oka , that nissan is being prudent in its slow-startup strategy following instead of lexus simply copying concluded he ."
"nissan had record net income of 114.63 billion yen ( $ 868 million ) in the fiscal year ended last march 31 , a remarkable recovery from the 20.39 billion yen of two years earlier , when the company lost money on operations .",nissan,had,had lost,nissan company,"record net income of 114.63 billion yen ( $ 868 million ) in the fiscal year ended last march 31 , a remarkable recovery from the 20.39 billion yen of two years earlier , money when lost the company on operations had nissan ."
nissan has increased earnings more than market share by cutting costs and by taking advantage of a general surge in japanese car sales .,nissan,increased,increased,nissan,earnings has increased more than market share nissan by costs cutting and by advantage taking of a general surge in japanese car sales .
"but nissan expects to earn only 120 billion yen in the current fiscal year , a modest increase of 4.7 % .",nissan,expects,expects,nissan,"but only 120 billion yen to earn in the current fiscal year , a modest increase of 4.7 % expects nissan ."
"that gives it an enviable strategic advantage , at least until its rivals catch up , but also plenty of managerial headaches .",that,gives,catch gives,rivals that,"an enviable strategic advantage , at least until catch up its rivals , but also plenty of managerial headaches gives that it ."
"warner is part of warner communications inc. , which is in the process of being acquired by time warner inc .",warner,is,is,warner,"is warner part of warner communications inc. , which is in the process of being acquired by time warner inc ."
"he recently told a small group of american businessmen in moscow that he hoped to sign a general trade agreement with the u.s. , possibly at the 1990 summit .",he,told,hoped told,he he,"a small group of american businessmen in moscow that a general trade agreement to sign with the u.s. , possibly at the 1990 summit hoped he recently told he ."
"i am not a proponent of everything gandhi did , but some of his law breaking was justified because india was then under occupation by a foreign power , and indians were not able to participate fully in decisions that vitally affected them .",gandhi,did,affected did,decisions gandhi,"i am not a proponent of everything did gandhi , but was some of his law breaking justified because india was then under occupation by a foreign power , and indians were not able to participate fully in decisions that them vitally affected ."
"it is difficult , however , to justify civil disobedience , non-violent or not , where citizens have full recourse to the ballot box to effect change .",it,is,is have,it citizens,"is it difficult , however , civil disobedience , non-violent or not , to justify full recourse to the ballot box where have citizens to effect change ."
"where non-violent civil disobedience is the centerpiece , rather than a lawful demonstration that may only attract crime , it is difficult to justify .",it,is,attract is is,demonstration it disobedience,"where is non-violent civil disobedience the centerpiece , rather than a lawful demonstration that crime may only attract , is it difficult to justify ."
"let us look for a moment at another type of non-violent civil disobedience that only harms other people indirectly , yet does irreparable damage to the nation as a whole .",us,look,look harms,us type,"look us at another type of non-violent civil disobedience that other people only harms indirectly yet , irreparable damage does to the nation as a whole for a moment let ."
it is amazing that the ensuing mass executions in vietnam and cambodia do not weight more heavily on minds so morally fine-tuned .,it,is,is weight,it executions,is it amazing that do not weight more heavily the ensuing mass executions in vietnam and cambodia on minds so morally fine-tuned .
this brings into question the motives of those who lead civil disobedience demonstrations .,this,brings,lead brings,those this,the motives of those who civil disobedience demonstrations lead brings this into question .
sales rose 6.2 % to $ 1.45 billion from $ 1.37 billion .,sales,rose,rose,sales,6.2 % rose sales to $ 1.45 billion from $ 1.37 billion .
"in the first nine months , profit rose 10 % to $ 313.2 million , or $ 3.89 a share , from $ 283.9 million , or $ 3.53 a share .",profit,rose,rose,profit,"in the first nine months , 10 % rose profit to $ 313.2 million , or $ 3.89 a share , from $ 283.9 million , or $ 3.53 a share ."
sales rose 6.7 % to $ 4.27 billion from $ 4 billion .,sales,rose,rose,sales,6.7 % rose sales to $ 4.27 billion from $ 4 billion .
"in new york stock exchange composite trading , kimberly-clark closed at $ 66.50 a share , up $ 1.50 .",kimberly-clark,closed,closed,kimberly-clark,"in new york stock exchange composite trading , closed up $ 1.50 kimberly-clark at $ 66.50 a share , ."
"this is the year : unsuspecting filers of 1988 personal returns are being picked randomly for thorough audits to help the irs update its criteria for enforcement , audit selection , and use of resources .",this,is,is picked update,this filers irs,"is this the year : its criteria for enforcement , audit selection , and use of resources update the irs to help are being picked randomly unsuspecting filers of 1988 personal returns for thorough audits ."
