original_sent,main_subj,main_verb,all_verbs,all_subjs,reordered_sent
"he said the company is experimenting with the technique on alfalfa , and plans to include cotton and corn , among other crops .",he,said,said experimenting,he company,"said is experimenting the company with the technique on alfalfa , and plans to include cotton and corn , among other crops he ."
"he said that even though virtually all corn seeds currently planted are hybrids , the genetic approach will obviate the need for mechanical emasculation of anthers , which costs u.s. seed producers about $ 70 million annually .",he,said,said costs are obviate,he emasculation seeds approach,"said that even though are virtually all corn seeds currently planted hybrids , will obviate the need for mechanical emasculation of anthers , which costs annually about $ 70 million u.s. seed producers the genetic approach he ."
"nomura started a credit-card venture with american express co. that allowed cardholders to use their nomura securities accounts like a bank account , attracting the wrath of banks .",nomura,started,started,nomura,"started a credit-card venture attracting the wrath of banks nomura with american express co. that allowed cardholders to use their nomura securities accounts like a bank account , ."
"today is the debut of the senior professional baseball association , a new eight-team pro sports circuit , modeled after the highly successful senior tennis and golf tours and complete with good salaries , a cable television contract and even expansion plans .",today,is,is,today,"is today the debut of the senior professional baseball association , a new eight-team pro sports circuit , modeled after the highly successful senior tennis and golf tours and complete with good salaries , a cable television contract and even expansion plans ."
"midmorning , he dons an orange-and-blue uniform and , for fun , may field a bunt from dave kingman .",he,dons,dons,he,"midmorning , dons an orange-and-blue uniform he and , for fun , may field a bunt from dave kingman ."
"when he sent letters offering 1,250 retired major leaguers the chance of another season , 730 responded .",he,sent,sent,he,"when sent letters offering the chance of another season 1,250 retired major leaguers he , responded 730 ."
"( players have to be 35 or older , except for catchers , who are eligible at 32 because life behind the plate is so rough . )",players,have,have is,players life,"( have to be 35 or older players , except for catchers , who are eligible at 32 because is life behind the plate so rough ) ."
"for a long time , he ignored baseball altogether , even the sports pages .",he,ignored,ignored,he,"for a long time , ignored altogether baseball even the sports pages he , ."
these days he hustles to house-painting jobs in his chevy pickup before and after training with the tropics .,he,hustles,hustles,he,these days hustles he to house-painting jobs in his chevy pickup before and after training with the tropics .
some have been training for months ; others only recently left active status .,others,left,left,others,have been training some for months ; only recently left active status others .
so he adjusts .,he,adjusts,adjusts,he,so adjusts he .
he no longer crowds the plate .,he,crowds,crowds,he,no longer crowds the plate he .
"stuffing a wad of red man into his cheek , he admits the fastball he brought into the majors in 1955 has become a slowball .",he,admits,brought admits become,he he fastball,"stuffing a wad of red man into his cheek , admits has become a slowball the fastball brought he into the majors in 1955 he ."
he will compensate with the guile learned from his years in the majors .,he,compensate,compensate,he,will compensate he with the guile learned from his years in the majors .
he has good control .,he,has,has,he,has good control he .
"he will keep the ball down , move it around .",he,keep,keep,he,"will keep down the ball he , move around it ."
"alltel holds 45 % of the franchise , which has operations in aiken , s.c. , and augusta , ga .",alltel,holds,holds has,alltel franchise,"holds 45 % of the franchise , which has operations in aiken , s.c. , and augusta , ga alltel ."
reserves traded among commercial banks for overnight use in amounts of $ 1 million or more .,reserves,traded,traded,reserves,traded reserves among commercial banks for overnight use in amounts of $ 1 million or more .
it also reported a 2.6 % decline in its raw-materials price index for september .,it,reported,reported,it,also reported a 2.6 % decline in its raw-materials price index for september it .
"seats currently are quoted at $ 400,000 bid , $ 425,000 asked .",seats,quoted,quoted,seats,"currently are quoted seats at $ 400,000 bid , $ 425,000 asked ."
gm has been negotiating a friendly transaction with jaguar that likely would involve joint ventures and an eventual stake of just under 30 % .,gm,negotiating,negotiating,gm,has been negotiating a friendly transaction with jaguar that likely would involve joint ventures and an eventual stake of just under 30 % gm .
"analysts expect ford will make the first move , perhaps today , with an initial offer of about 900 pence ( $ 14.25 ) a share .",analysts,expect,expect make,analysts ford,"expect will make the first move ford , perhaps today , with an initial offer of about 900 pence ( $ 14.25 ) a share analysts ."
"in a prepared statement , gm suggested its plans for jaguar would be more valuable in the long run than the initial windfalls investors might reap from a hostile ford bid .",gm,suggested,suggested reap,gm investors,"in a prepared statement , suggested its plans for jaguar would be more valuable in the long run than the initial windfalls might reap investors from a hostile ford bid gm ."
"dow will own 60 % of the venture , with eli lilly holding the rest .",dow,own,own holding,dow lilly,"will own 60 % of the venture dow , with holding the rest eli lilly ."
"dataproducts is fighting a hostile tender offer by dpc acquisition partners , a group led by new york-based crescott investments associates .",dataproducts,fighting,fighting,dataproducts,"is fighting a hostile tender offer by dpc acquisition partners , a group led by new york-based crescott investments associates dataproducts ."
"after a stronger-than-expected pace early this year , analysts say the market , after a series of sharp swings in recent months , now shows signs of retreating .",analysts,say,say shows,analysts market,"after a stronger-than-expected pace early this year , say , after a series of sharp swings in recent months , now shows signs of retreating the market analysts ."
"but trading was very sketchy , as investment decision makers remain wary from gyrations and upsets of recent weeks .",trading,was,was remain,trading makers,"but was trading very sketchy , as remain wary investment decision makers from gyrations and upsets of recent weeks ."
"volume totaled a modest 334.5 million shares , up from 257.8 million shares monday .",volume,totaled,totaled,volume,"totaled up from 257.8 million shares monday a modest 334.5 million shares volume , ."
"despite the modest gains , traders said the market remains dull , with investors remaining cautiously on the sidelines .",traders,said,remaining said remains,investors traders market,"despite the modest gains , said remains dull the market , with remaining cautiously investors on the sidelines traders ."
prices were mixed in zurich and lower in stockholm .,prices,were,were,prices,were prices mixed in zurich and lower in stockholm .
"stocks closed higher in hong kong , manila , singapore , sydney and wellington , but were lower in seoul .",stocks,closed,closed,stocks,"closed higher stocks in hong kong , manila , singapore , sydney and wellington , but were lower in seoul ."
taipei was closed for a holiday .,taipei,closed,closed,taipei,was closed taipei for a holiday .
he said summer drought problems that had hit several southern agricultural regions had stopped being a major source of price pressure in september .,he,said,said stopped,he problems,said had stopped being a major source of price pressure summer drought problems that had hit several southern agricultural regions in september he .
"metromedia said its unit is the fifth-largest provider of long-distance communications service in the u.s. , with projected 1989 revenue of more than $ 550 million .",metromedia,said,said is,metromedia unit,"said is its unit the fifth-largest provider of long-distance communications service in the u.s. , with projected 1989 revenue of more than $ 550 million metromedia ."
"canonie said it anticipates naming mr. donovan to succeed richard f. brissette , 55 , as president and chief executive officer , effective march 1 .",canonie,said,said anticipates,canonie it,"said anticipates naming mr. donovan to succeed richard f. brissette , 55 , effective march 1 as president and chief executive officer , it canonie ."
"the average six-month yield on a jumbo cd was at 7.90 % , down from 7.93 % , banxquote said .",banxquote,said,was said,yield banxquote,"was the average six-month yield on a jumbo cd at 7.90 % , down from 7.93 % , said banxquote ."
"for longer-term cds , yields were up .",yields,were,were,yields,"for longer-term cds , were up yields ."
i had to reach back to french 101 when the monsieur avec clipboard leaned over my shoulder during the coffee phase of dinner and asked whether i wanted to ride in a montgolfiere .,i,had,had leaned wanted,i clipboard i,had to reach back to french 101 i when leaned the monsieur avec clipboard over my shoulder during the coffee phase of dinner and asked whether wanted to ride in a montgolfiere i .
"i was a last-minute ( read interloping ) attendee at a french journalism convention and so far the festivities had been taken up entirely by eating , drinking , smoking , sleeping and drinking .",i,was,was taken,i festivities,"was i a last-minute ( read interloping ) attendee at a french journalism convention and so far had been taken up the festivities entirely by eating , drinking , smoking , sleeping and drinking ."
"feeling the naggings of a culture imperative , i promptly signed up .",i,signed,signed,i,"feeling the naggings of a culture imperative , promptly signed up i ."
"they will also tell you that even if you hate heights , you can still balloon .",they,tell,tell,they,"will also tell you if even hate heights you , that can still balloon you they ."
we were coming down straight into their canal .,we,coming,coming,we,were coming down we straight into their canal .
we scuttled along for a few feet before he plunged us into the drink again .,we,scuttled,scuttled plunged,we he,scuttled along we for a few feet before plunged again us he into the drink .
eventually we came to rest in a soggy patch of field where we had the exquisite pleasure of scrambling out of the basket into the mud while the french half of our ballooning tag team scrambled in .,we,came,came had scrambled,we we half,eventually came to rest in a soggy patch of field where had the exquisite pleasure of scrambling out of the basket into the mud while scrambled in the french half of our ballooning tag team we we .
i looked at my watch .,i,looked,looked,i,looked i at my watch .
"back in the chase car , we drove around some more , got stuck in a ditch , enlisted the aid of a local farmer to get out the trailer hitch and pull us out of the ditch .",we,drove,drove,we,"back in the chase car , drove around some more we , got stuck in a ditch , enlisted the aid of a local farmer to get out the trailer hitch and pull out of the ditch us ."
"this meant returning to the golf course , where we watched a few french duffers maul the first tee while we sat under cinzano umbrellas , me nursing an espresso and my ego .",this,meant,meant watched sat nursing maul,this we we me duffers,"meant returning to the golf course , where watched maul the first tee a few french duffers while sat we under cinzano umbrellas , nursing an espresso and my ego me we this ."
a whole morning of ballooning and i had been off the ground barely 30 minutes .,i,been,been,i,a whole morning of ballooning and had been off the ground i barely 30 minutes .
"at the same time , they contend that a reduction of nato forces under a treaty will increase the possibility of a conventional soviet attack unless the west retains a residual force of nuclear weapons in europe .",they,contend,increase retains contend,reduction west they,"at the same time , contend that will increase the possibility of a conventional soviet attack a reduction of nato forces under a treaty unless retains a residual force of nuclear weapons the west in europe they ."
tanks currently are defined as armored vehicles weighing 25 tons or more that carry large guns .,tanks,defined,defined,tanks,currently are defined tanks as armored vehicles weighing 25 tons or more carry large guns that .
they argue that the bigger danger would be that the west would delay action so long that the soviets might back away from the current conciliatory attitude .,they,argue,argue back be delay,they soviets danger west,argue that would be that would delay so long that might back away from the current conciliatory attitude the soviets action the west the bigger danger they .
i worry more about things becoming so unraveled on the other side that they might become unable to negotiate .,i,worry,worry become becoming,i they things,worry more i about becoming so unraveled that might become unable to negotiate they things on the other side .
"so far this year , it has put nearly $ 700 million into bottling operations in australia , new zealand and france .",it,put,put,it,"this year , so far has put nearly $ 700 million it into bottling operations in australia , new zealand and france ."
"in countries such as taiwan , south korea and singapore , economies are growing , resulting in a rise in disposable income that consumers can use for soft drinks .",economies,growing,growing use,economies consumers,"in countries such as taiwan , south korea and singapore , are growing economies , resulting in a rise in disposable income can use that consumers for soft drinks ."
"in the past , however , coke has typically taken a minority stake in such ventures .",coke,taken,taken,coke,"in the past , , however has typically taken a minority stake in such ventures coke ."
coke has tended to increase its control when results were sluggish in a given country .,coke,tended,tended were,coke results,has tended to increase its control when were results sluggish in a given country coke .
"ifi also has nonvoting preferred shares , which are quoted on the milan stock exchange .",ifi,has,has,ifi,"also has nonvoting preferred shares , which are quoted on the milan stock exchange ifi ."
"it raised financing of 300 billion lire for the purchase this summer by another agnelli-related group of the food concern galbani s.p . a. , by selling a chunk of its ifi shares to mediobanca s.p . a.",it,raised,raised,it,"raised financing of 300 billion lire it for the purchase this summer by another agnelli-related group of the food concern galbani s.p . a. , by selling a chunk of its ifi shares to mediobanca s.p . a."
mediobanca said during the weekend that it agreed to sell the shares back to giovanni agnelli for 333 billion lire .,mediobanca,said,said agreed,mediobanca it,said that agreed to sell back to giovanni agnelli the shares for 333 billion lire it mediobanca during the weekend .
it unfortunately encourages others to engage in a highly dangerous and illegal activity that only a very few are doing now .,it,encourages,encourages,it,unfortunately encourages others to engage in a highly dangerous and illegal activity are doing now that only a very few it .
"and it treats such activities in a frivolous , cavalier fashion , with total indifference to common sense and public safety .",it,treats,treats,it,"and treats such activities it in a frivolous , cavalier fashion , with total indifference to common sense and public safety ."
"democrats argued that the training wage was a way of allowing employers to pay less than the minimum wage , while new workers need far less than six months to be trained for their jobs .",democrats,argued,argued was need,democrats wage workers,"argued that was the training wage a way of allowing employers to pay less than the minimum wage , while need new workers far less than six months to be trained for their jobs democrats ."
democrats had been negotiating with some republican congressional leaders on a compromise lately .,democrats,negotiating,negotiating,democrats,had been negotiating lately democrats with some republican congressional leaders on a compromise .
republicans have been imploring the white house to compromise on the wage issue .,republicans,imploring,imploring,republicans,have been imploring the white house to compromise on the wage issue republicans .
"analysts expect armstrong to use proceeds of the sale to reduce debt , buy back stock or perhaps finance an acquisition .",analysts,expect,expect,analysts,"expect armstrong to use proceeds of the sale to reduce debt , buy back stock or perhaps finance an acquisition analysts ."
recently it upgraded its plants so that it could make stain-resistant products with higher quality dyes .,it,upgraded,make upgraded,it it,recently upgraded its plants it so that could make stain-resistant products with higher quality dyes it .
"analysts hailed the planned transaction as being beneficial to armstrong and shaw , the market leader in the u.s. carpet industry , with an estimated 17 % to 20 % share .",analysts,hailed,hailed,analysts,"hailed the planned transaction analysts as being beneficial to armstrong and shaw , the market leader in the u.s. carpet industry , with an estimated 17 % to 20 % share ."
"yesterday , armstrong reported flat earnings for the third quarter and nine months , worsened by the stock dilution of an employee stock ownership plan adopted earlier this year .",armstrong,reported,reported,armstrong,"yesterday , reported flat earnings for the third quarter and nine months , worsened by the stock dilution of an employee stock ownership plan adopted earlier this year armstrong ."
"for the quarter , earnings were $ 47 million , or 92 cents a share , including a one-time gain of $ 5.9 million .",earnings,were,were,earnings,"for the quarter , were earnings $ 47 million , or 92 cents a share , including a one-time gain of $ 5.9 million ."
"in the year-ago quarter , earnings were $ 42.9 million , or 93 cents a share .",earnings,were,were,earnings,"in the year-ago quarter , were earnings $ 42.9 million , or 93 cents a share ."
"yesterday , armstrong announced an agreement to sell its small applied color systems unit to a subsidiary of the swiss company , brauerei eichof ltd .",armstrong,announced,announced,armstrong,"yesterday , announced an agreement to sell its small applied color systems unit to a subsidiary of the swiss company , brauerei eichof ltd armstrong ."
"armstrong expects to close the sale of the color unit in late november and the carpet sale in december , with the gains to be applied to fourth quarter or first-quarter results .",armstrong,expects,expects applied,armstrong gains,"expects to close the sale of the color unit in late november and the carpet sale in december , with to be applied the gains to fourth quarter or first-quarter results armstrong ."
"these include new orders for manufactured consumer goods , lead times on vendor deliveries , orders for new plant and equipment , and backlogs of orders for durable goods .",these,include,include,these,"include new orders for manufactured consumer goods , lead times on vendor deliveries , orders for new plant and equipment , and backlogs of orders for durable goods these ."
"after various adjustments , they produced a 0.5 % rise in the index for august and a 0.2 % rise for september .",they,produced,produced,they,"after various adjustments , produced a 0.5 % rise in the index for august and a 0.2 % rise for september they ."
"he is 37 , an astronomer with impressive credentials , and something of a genius at making computers do his bidding .",he,is,is do,he computers,"is he 37 , an astronomer with impressive credentials , and something of a genius at making do his bidding computers ."
"he also is an entertaining writer , combining wisecracks and wordplay with programmatic detail and lucid explanations of how computers work .",he,is,is work,he computers,"also is he an entertaining writer , combining wisecracks and wordplay with programmatic detail and lucid explanations of how work computers ."
they promised yet more for really good stuff .,they,promised,promised,they,promised yet more for really good stuff they .
"but after much tracking , it became evident to mr. stoll , through various clues , that the hacker was not on the berkeley campus or even in california .",it,became,was became,hacker it,"but after much tracking , became evident that was the hacker not on the berkeley campus or even in california it to mr. stoll , through various clues , ."
"after discovering that the hacker had taken over the dormant account of a legitimate user named joe sventek , he rigged up an alarm system , including a portable beeper , to alert him when sventek came on the line .",he,rigged,came rigged taken,sventek he hacker,"after discovering that had taken over the dormant account of a legitimate user named joe sventek the hacker , rigged up an alarm system , including a portable beeper , to alert him when came sventek on the line he ."
some nights he slept under his desk .,he,slept,slept,he,some nights slept he under his desk .
tymnet is a major network linking computers .,tymnet,is,is,tymnet,is tymnet a major network linking computers .
he savored the humor of his uncombed appearance among these buttoned-up chaps .,he,savored,savored,he,savored the humor of his uncombed appearance among these buttoned-up chaps he .
he became angry in return .,he,became,became,he,became angry he in return .
mips also wants to wedge into markets other than traditional risc applications such as engineering ; mips said the new machine will also be used by businesses and for communications .,mips,wants,said wants used,mips mips machine,also wants to wedge into markets other than traditional risc applications such as engineering mips ; said will also be used the new machine by businesses and for communications mips .
and that puts added pressure on chez panisse dessert-menu planners .,that,puts,puts,that,and puts added pressure that on chez panisse dessert-menu planners .
"a year earlier unifirst earned $ 2.4 million , or 24 cents a share adjusted for the split .",unifirst,earned,earned,unifirst,"a year earlier earned $ 2.4 million , or 24 cents a share adjusted for the split unifirst ."
sales rose to $ 52.4 million from $ 50.1 million .,sales,rose,rose,sales,rose sales to $ 52.4 million from $ 50.1 million .
"healthcare has given healthvest a 12 % note for that overdue amount , to be repaid over three years .",healthcare,given,given,healthcare,"has given a 12 % note for that overdue amount , to be repaid over three years healthcare healthvest ."
"in addition , healthcare agreed to make monthly rent and mortgage payments of $ 2.7 million to $ 3 million to healthvest during the standstill period , to be paid when healthcare successfully completes asset sales .",healthcare,agreed,completes agreed,healthcare healthcare,"in addition , agreed to make monthly rent and mortgage payments of $ 2.7 million to $ 3 million to healthvest to be paid when successfully completes asset sales healthcare during the standstill period , healthcare ."
i was pleased to note that your oct. 23 centennial journal item recognized the money-fund concept as one of the significant events of the past century .,i,was,was recognized,i item,was i pleased to note that recognized the money-fund concept your oct. 23 centennial journal item as one of the significant events of the past century .
"we innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the sec .",we,innovated,innovated,we,"innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , were all of which painfully thought out and not the result of some inadvertence on the part of the sec we ."
"as the judge marched down the center aisle in his flowing black robe , he was heralded by a trumpet fanfare .",he,heralded,marched heralded,judge he,"as marched the judge down the center aisle in his flowing black robe , was heralded he by a trumpet fanfare ."
"to many , it was a ceremony more befitting a king than a rural judge seated in the isolated foothills of the southern allegheny mountains .",it,was,was,it,"to many , was it a ceremony more befitting a king than a rural judge seated in the isolated foothills of the southern allegheny mountains ."
"while his case may be extreme , it reflects the vulnerability of many small communities to domineering judges .",it,reflects,reflects,it,"while his case may be extreme , reflects the vulnerability of many small communities to domineering judges it ."
"bailiffs claimed they were required to chauffeur him to and from work , mow his lawn , chop his wood , fix his car and even drop by his house to feed his two grown mutts , dixie and husky .",bailiffs,claimed,claimed required,bailiffs they,"claimed were required to chauffeur him to and from work , mow his lawn , chop his wood , fix his car and even drop by his house to feed his two grown mutts , dixie and husky they bailiffs ."
"even if only some of the allegations stand up , however , they provide ample testimony to the awesome power of judges in rural communities .",they,provide,provide,they,"if even stand up only some of the allegations , , however provide ample testimony to the awesome power of judges in rural communities they ."
"he graduated near the top of his class , serving on the school law review with richard thornburgh , who went on to become governor of pennsylvania and , now , u.s. attorney general .",he,graduated,graduated went,he thornburgh,"graduated serving with richard thornburgh , who went on to become governor of pennsylvania and , now , u.s. attorney general on the school law review he near the top of his class , ."
he divorced his first wife three years ago and married the daughter of his court clerk .,he,divorced,divorced,he,divorced three years ago his first wife he and married the daughter of his court clerk .
"after practicing law locally , he was elected to his first 10-year term as judge in 1971 ; in 1981 , he was effectively re-elected .",he,elected,elected re-elected,he he,"after practicing locally law , was elected he to his first 10-year term as judge in 1971 ; in 1981 , was effectively re-elected he ."
he has been considered several times for appointments to federal district and appellate court vacancies in pennsylvania .,he,considered,considered,he,has been considered he several times for appointments to federal district and appellate court vacancies in pennsylvania .
"he sipped tea sweetened with honey from his high-backed leather chair at his bench , while scribbling notes ordering spectators to stop whispering or to take off their hats in his courtroom .",he,sipped,sipped stop,he spectators,"sipped tea sweetened with honey he from his high-backed leather chair at his bench , while scribbling notes ordering to stop whispering spectators or to take off their hats in his courtroom ."
"but when the judge received his payment book , he disavowed the deal .",he,disavowed,disavowed received,he judge,"but when received his payment book the judge , disavowed the deal he ."
i await his sequel : the economic and social resiliency of the san francisco bay area and the outstanding work of the local governments and the private charitable organizations there as metaphors for the supremacy of whatever failed system mr. cockburn now believes in .,i,await,await believes,i cockburn,await his sequel : the economic and social resiliency of the san francisco bay area and the outstanding work of the local governments and the private charitable organizations there as metaphors for the supremacy of whatever failed system in now believes mr. cockburn i .
"as a money manager and a grass-roots environmentalist , i was very disappointed to read in the premiere issue of garbage that the wall street journal uses 220,000 metric tons of newsprint each year , but that only 1.4 % of it comes from recycled paper .",i,was,uses was comes,journal i %,"as a money manager and a grass-roots environmentalist , was i very disappointed to read that uses 220,000 metric tons of newsprint the wall street journal each year , but that comes only 1.4 % of it from recycled paper in the premiere issue of garbage ."
the wall street journal is an excellent publication that i enjoy reading ( and must read ) daily .,i,enjoy,enjoy is,i journal,is the wall street journal an excellent publication enjoy daily that reading i ( and must read ) .
"berthold is based in wildbad , west germany , and also has operations in belgium .",berthold,based,based,berthold,"is based berthold in wildbad , west germany , and also has operations in belgium ."
"mason is the largest toxicology lab in new england , with annual revenue of $ 8 million and 140 employees .",mason,is,is,mason,"is mason the largest toxicology lab in new england , with annual revenue of $ 8 million and 140 employees ."
"mason serves commercial and government customers , including the national institutes of health .",mason,serves,serves,mason,"serves commercial and government customers , including the national institutes of health mason ."
"although the action removes one obstacle in the way of an overall settlement to the case , it also means that mr. hunt could be stripped of virtually all of his assets if the tax court rules against him in a 1982 case heard earlier this year in washington , d.c .",it,means,rules removes means stripped,court action it hunt,"although removes one obstacle in the way of an overall settlement to the case the action , also means that could be stripped mr. hunt of virtually all of his assets if rules the tax court against him in a 1982 case heard earlier this year in washington , d.c it ."
japan has found another safe outlet for its money : u.s. home mortgages .,japan,found,found,japan,has found another safe outlet for its money : u.s. home mortgages japan .
that may not come as a surprise to americans who have watched the japanese snap up properties in the u.s. from golf courses to a stake in rockefeller center .,that,come,come watched snap,that americans japanese,may not come that as a surprise to americans who have watched snap up properties in the u.s. from golf courses to a stake in rockefeller center the japanese .
"but it marks a big change for the japanese , who shunned mortgage securities after getting burned by a big downturn in interest rates a few years back .",it,marks,marks shunned,it japanese,"but marks a big change for the japanese , who shunned mortgage securities after getting burned a few years back by a big downturn in interest rates it ."
"at the moment , nomura is the only japanese institution authorized to act as a primary seller of fannie mae instruments .",nomura,is,is,nomura,"at the moment , is nomura the only japanese institution authorized to act as a primary seller of fannie mae instruments ."
"first , they are safe .",they,are,are,they,"first , are they safe ."
"second , they are liquid .",they,are,are,they,"second , are they liquid ."
"he said his suit against enfield seeks two years severance pay , equivalent to c$ 720,000 .",he,said,said seeks,he suit,"said seeks two years severance pay , equivalent to c$ 720,000 his suit against enfield he ."
enfield is a holding company with interests in manufacturing concerns .,enfield,is,is,enfield,is enfield a holding company with interests in manufacturing concerns .
"it is 38.5 % owned by canadian express , another holding company .",it,owned,owned,it,"38.5 % is owned it by canadian express , another holding company ."
hees is a merchant bank controlled by toronto financiers peter and edward bronfman .,hees,is,is,hees,is hees a merchant bank controlled by toronto financiers peter and edward bronfman .
"first of all , it is a friendly acquisition in which rockefeller sought out mitsubishi estate and asked it to buy a majority share .",rockefeller,sought,sought is,rockefeller it,"first of all , is it a friendly acquisition in which sought out mitsubishi estate rockefeller and asked it to buy a majority share ."
"rockefeller may well have found its match in mitsubishi estate , a company of long history , strong government ties and sound resources .",rockefeller,found,found,rockefeller,"may well have found its match rockefeller in mitsubishi estate , a company of long history , strong government ties and sound resources ."
"at the time , japan had just opened its doors to the world after about 250 years of isolation and needed a western-style business center .",japan,opened,opened,japan,"at the time , had just opened its doors japan to the world after about 250 years of isolation and needed a western-style business center ."
analysts say the company also could easily issue new convertible bonds or warrants .,analysts,say,say issue,analysts company,say also could easily issue new convertible bonds or warrants the company analysts .
"it is the largest private-sector landowner of the minato-mirai 21 project , a multibillion-yen development in the port city of yokohama , about an hour outside tokyo .",it,is,is,it,"is it the largest private-sector landowner of the minato-mirai 21 project , a multibillion-yen development in the port city of yokohama , about an hour outside tokyo ."
"mitsubishi is also pushing ahead with a controversial plan to redevelop marunouchi into a business center of high-tech buildings , a project budgeted for 30 years and six trillion yen .",mitsubishi,pushing,pushing,mitsubishi,"is also pushing ahead mitsubishi with a controversial plan to redevelop marunouchi into a business center of high-tech buildings , a project budgeted for 30 years and six trillion yen ."
sony is acquiring columbia and guber-peters entertainment co. in two separate transactions valued at more than $ 5 billion .,sony,acquiring,acquiring,sony,is acquiring columbia and guber-peters entertainment co. sony in two separate transactions valued at more than $ 5 billion .
warner has a five-year exclusive contract with mr. guber and mr. peters that requires them to make movies exclusively at the warner bros. studio .,warner,has,has,warner,has a five-year exclusive contract with mr. guber and mr. peters that requires them to make movies exclusively at the warner bros. studio warner .
"but it may amount to little more than posturing ; the two have continued on-again , off-again settlement talks over the last few weeks , and people familiar with the talks say the matter could be resolved within a week .",it,amount,say amount resolved,people it matter,"but may amount it to little more than posturing ; have continued on-again , off-again settlement talks the two over the last few weeks , and say could be resolved the matter within a week people familiar with the talks ."
seagram says the promotion is designed to build brand loyalty rather than promote heavy drinking .,seagram,says,says designed,seagram promotion,says is designed to build brand loyalty rather than promote heavy drinking the promotion seagram .
goya concocts a milk for hispanic tastes,goya,concocts,concocts,goya,concocts a milk for hispanic tastes goya
that compares with 3.5 % butterfat for whole milk .,that,compares,compares,that,compares that with 3.5 % butterfat for whole milk .
"borden even tested a milk with 4 % butterfat in the south , but decided the market was too small .",borden,tested,tested was,borden market,"even tested a milk with 4 % butterfat borden in the south , but decided was the market too small ."
goya is selling leche fresca in nearly 500 grocery stores and bodegas in new york and parts of new jersey .,goya,selling,selling,goya,is selling leche fresca goya in nearly 500 grocery stores and bodegas in new york and parts of new jersey .
"but lately , retailers say , fake has become more fashionable .",retailers,say,say,retailers,"but , say retailers , lately has become more fashionable fake ."
but there are limits .,limits,are,are,limits,but there are limits .
