original_sent,main_subj,main_verb,all_verbs,all_subjs,reordered_sent
"but trading was very sketchy , as investment decision makers remain wary from gyrations and upsets of recent weeks .",trading,was,was remain,trading makers,"but trading was very sketchy , as investment decision makers remain wary from gyrations and upsets of recent weeks ."
"volume totaled a modest 334.5 million shares , up from 257.8 million shares monday .",volume,totaled,totaled,volume,"volume totaled up from 257.8 million shares monday a modest 334.5 million shares , ."
"despite the modest gains , traders said the market remains dull , with investors remaining cautiously on the sidelines .",traders,said,remains remaining said,market investors traders,"despite the modest gains , traders said the market remains dull , with investors remaining cautiously on the sidelines ."
prices were mixed in zurich and lower in stockholm .,prices,were,were,prices,prices were mixed in zurich and lower in stockholm .
"stocks closed higher in hong kong , manila , singapore , sydney and wellington , but were lower in seoul .",stocks,closed,closed,stocks,"stocks closed higher in hong kong , manila , singapore , sydney and wellington , but were lower in seoul ."
taipei was closed for a holiday .,taipei,closed,closed,taipei,taipei was closed for a holiday .
he said summer drought problems that had hit several southern agricultural regions had stopped being a major source of price pressure in september .,he,said,said stopped,he problems,he said summer drought problems that had hit several southern agricultural regions had stopped being a major source of price pressure in september .
"metromedia said its unit is the fifth-largest provider of long-distance communications service in the u.s. , with projected 1989 revenue of more than $ 550 million .",metromedia,said,said is,metromedia unit,"metromedia said its unit is the fifth-largest provider of long-distance communications service in the u.s. , with projected 1989 revenue of more than $ 550 million ."
"canonie said it anticipates naming mr. donovan to succeed richard f. brissette , 55 , as president and chief executive officer , effective march 1 .",canonie,said,said anticipates,canonie it,"canonie said it anticipates naming mr. donovan to succeed richard f. brissette , 55 , effective march 1 as president and chief executive officer , ."
"the average six-month yield on a jumbo cd was at 7.90 % , down from 7.93 % , banxquote said .",banxquote,said,was said,yield banxquote,"the average six-month yield on a jumbo cd was at 7.90 % , down from 7.93 % , banxquote said ."
"for longer-term cds , yields were up .",yields,were,were,yields,"for longer-term cds , yields were up ."
i had to reach back to french 101 when the monsieur avec clipboard leaned over my shoulder during the coffee phase of dinner and asked whether i wanted to ride in a montgolfiere .,i,had,had wanted leaned,i i clipboard,i had to reach back to french 101 the monsieur avec clipboard when leaned over my shoulder during the coffee phase of dinner and asked whether i wanted to ride in a montgolfiere .
"i was a last-minute ( read interloping ) attendee at a french journalism convention and so far the festivities had been taken up entirely by eating , drinking , smoking , sleeping and drinking .",i,was,was taken,i festivities,"i was a last-minute ( read interloping ) attendee at a french journalism convention and the festivities so far had been taken up entirely by eating , drinking , smoking , sleeping and drinking ."
"feeling the naggings of a culture imperative , i promptly signed up .",i,signed,signed,i,"feeling the naggings of a culture imperative , i promptly signed up ."
"they will also tell you that even if you hate heights , you can still balloon .",they,tell,tell,they,"they will also tell you if you even hate heights , you that can still balloon ."
we were coming down straight into their canal .,we,coming,coming,we,we were coming down straight into their canal .
we scuttled along for a few feet before he plunged us into the drink again .,we,scuttled,scuttled plunged,we he,we scuttled along for a few feet before he plunged again us into the drink .
eventually we came to rest in a soggy patch of field where we had the exquisite pleasure of scrambling out of the basket into the mud while the french half of our ballooning tag team scrambled in .,we,came,came scrambled had,we half we,we eventually came to rest in a soggy patch of field we where had the exquisite pleasure of scrambling out of the basket into the mud while the french half of our ballooning tag team scrambled in .
i looked at my watch .,i,looked,looked,i,i looked at my watch .
"back in the chase car , we drove around some more , got stuck in a ditch , enlisted the aid of a local farmer to get out the trailer hitch and pull us out of the ditch .",we,drove,drove,we,"back in the chase car , we drove around some more , got stuck in a ditch , enlisted the aid of a local farmer to get out the trailer hitch and pull out of the ditch us ."
"this meant returning to the golf course , where we watched a few french duffers maul the first tee while we sat under cinzano umbrellas , me nursing an espresso and my ego .",this,meant,meant watched nursing sat maul,this we me we duffers,"this meant returning to the golf course , we where watched a few french duffers maul the first tee while we sat under cinzano umbrellas , me nursing an espresso and my ego ."
a whole morning of ballooning and i had been off the ground barely 30 minutes .,i,been,been,i,a whole morning of ballooning and i had been off the ground barely 30 minutes .
"at the same time , they contend that a reduction of nato forces under a treaty will increase the possibility of a conventional soviet attack unless the west retains a residual force of nuclear weapons in europe .",they,contend,increase retains contend,reduction west they,"at the same time , they contend that a reduction of nato forces under a treaty will increase the possibility of a conventional soviet attack unless the west retains a residual force of nuclear weapons in europe ."
tanks currently are defined as armored vehicles weighing 25 tons or more that carry large guns .,tanks,defined,defined,tanks,tanks currently are defined as armored vehicles weighing 25 tons or more that carry large guns .
they argue that the bigger danger would be that the west would delay action so long that the soviets might back away from the current conciliatory attitude .,they,argue,argue back delay be,they soviets west danger,they argue that the bigger danger would be that the west would delay so long that the soviets might back away from the current conciliatory attitude action .
i worry more about things becoming so unraveled on the other side that they might become unable to negotiate .,i,worry,worry become becoming,i they things,i worry more about things becoming so unraveled that they might become unable to negotiate on the other side .
"so far this year , it has put nearly $ 700 million into bottling operations in australia , new zealand and france .",it,put,put,it,"this year , it so far has put nearly $ 700 million into bottling operations in australia , new zealand and france ."
"in countries such as taiwan , south korea and singapore , economies are growing , resulting in a rise in disposable income that consumers can use for soft drinks .",economies,growing,use growing,consumers economies,"in countries such as taiwan , south korea and singapore , economies are growing , resulting in a rise in disposable income consumers can use that for soft drinks ."
"in the past , however , coke has typically taken a minority stake in such ventures .",coke,taken,taken,coke,"in the past , , coke however has typically taken a minority stake in such ventures ."
coke has tended to increase its control when results were sluggish in a given country .,coke,tended,were tended,results coke,coke has tended to increase its control when results were sluggish in a given country .
"ifi also has nonvoting preferred shares , which are quoted on the milan stock exchange .",ifi,has,has,ifi,"ifi also has nonvoting preferred shares , which are quoted on the milan stock exchange ."
"it raised financing of 300 billion lire for the purchase this summer by another agnelli-related group of the food concern galbani s.p . a. , by selling a chunk of its ifi shares to mediobanca s.p . a.",it,raised,raised,it,"it raised financing of 300 billion lire for the purchase this summer by another agnelli-related group of the food concern galbani s.p . a. , by selling a chunk of its ifi shares to mediobanca s.p . a."
mediobanca said during the weekend that it agreed to sell the shares back to giovanni agnelli for 333 billion lire .,mediobanca,said,said agreed,mediobanca it,mediobanca said that it agreed to sell back to giovanni agnelli the shares for 333 billion lire during the weekend .
it unfortunately encourages others to engage in a highly dangerous and illegal activity that only a very few are doing now .,it,encourages,encourages,it,it unfortunately encourages others to engage in a highly dangerous and illegal activity only a very few are doing now that .
"and it treats such activities in a frivolous , cavalier fashion , with total indifference to common sense and public safety .",it,treats,treats,it,"and it treats such activities in a frivolous , cavalier fashion , with total indifference to common sense and public safety ."
"democrats argued that the training wage was a way of allowing employers to pay less than the minimum wage , while new workers need far less than six months to be trained for their jobs .",democrats,argued,argued was need,democrats wage workers,"democrats argued that the training wage was a way of allowing employers to pay less than the minimum wage , while new workers need far less than six months to be trained for their jobs ."
democrats had been negotiating with some republican congressional leaders on a compromise lately .,democrats,negotiating,negotiating,democrats,democrats had been negotiating lately with some republican congressional leaders on a compromise .
republicans have been imploring the white house to compromise on the wage issue .,republicans,imploring,imploring,republicans,republicans have been imploring the white house to compromise on the wage issue .
"analysts expect armstrong to use proceeds of the sale to reduce debt , buy back stock or perhaps finance an acquisition .",analysts,expect,expect,analysts,"analysts expect armstrong to use proceeds of the sale to reduce debt , buy back stock or perhaps finance an acquisition ."
recently it upgraded its plants so that it could make stain-resistant products with higher quality dyes .,it,upgraded,make upgraded,it it,it recently upgraded its plants so that it could make stain-resistant products with higher quality dyes .
"analysts hailed the planned transaction as being beneficial to armstrong and shaw , the market leader in the u.s. carpet industry , with an estimated 17 % to 20 % share .",analysts,hailed,hailed,analysts,"analysts hailed the planned transaction as being beneficial to armstrong and shaw , the market leader in the u.s. carpet industry , with an estimated 17 % to 20 % share ."
"yesterday , armstrong reported flat earnings for the third quarter and nine months , worsened by the stock dilution of an employee stock ownership plan adopted earlier this year .",armstrong,reported,reported,armstrong,"yesterday , armstrong reported flat earnings for the third quarter and nine months , worsened by the stock dilution of an employee stock ownership plan adopted earlier this year ."
"for the quarter , earnings were $ 47 million , or 92 cents a share , including a one-time gain of $ 5.9 million .",earnings,were,were,earnings,"for the quarter , earnings were $ 47 million , or 92 cents a share , including a one-time gain of $ 5.9 million ."
"in the year-ago quarter , earnings were $ 42.9 million , or 93 cents a share .",earnings,were,were,earnings,"in the year-ago quarter , earnings were $ 42.9 million , or 93 cents a share ."
"yesterday , armstrong announced an agreement to sell its small applied color systems unit to a subsidiary of the swiss company , brauerei eichof ltd .",armstrong,announced,announced,armstrong,"yesterday , armstrong announced an agreement to sell its small applied color systems unit to a subsidiary of the swiss company , brauerei eichof ltd ."
"armstrong expects to close the sale of the color unit in late november and the carpet sale in december , with the gains to be applied to fourth quarter or first-quarter results .",armstrong,expects,expects applied,armstrong gains,"armstrong expects to close the sale of the color unit in late november and the carpet sale in december , with the gains to be applied to fourth quarter or first-quarter results ."
"these include new orders for manufactured consumer goods , lead times on vendor deliveries , orders for new plant and equipment , and backlogs of orders for durable goods .",these,include,include,these,"these include new orders for manufactured consumer goods , lead times on vendor deliveries , orders for new plant and equipment , and backlogs of orders for durable goods ."
"after various adjustments , they produced a 0.5 % rise in the index for august and a 0.2 % rise for september .",they,produced,produced,they,"after various adjustments , they produced a 0.5 % rise in the index for august and a 0.2 % rise for september ."
"he is 37 , an astronomer with impressive credentials , and something of a genius at making computers do his bidding .",he,is,is do,he computers,"he is 37 , an astronomer with impressive credentials , and something of a genius at making computers do his bidding ."
"he also is an entertaining writer , combining wisecracks and wordplay with programmatic detail and lucid explanations of how computers work .",he,is,is work,he computers,"also he is an entertaining writer , combining wisecracks and wordplay with programmatic detail and lucid explanations of computers how work ."
they promised yet more for really good stuff .,they,promised,promised,they,they promised yet more for really good stuff .
"but after much tracking , it became evident to mr. stoll , through various clues , that the hacker was not on the berkeley campus or even in california .",it,became,was became,hacker it,"but after much tracking , it became evident that the hacker was not on the berkeley campus or even in california to mr. stoll , through various clues , ."
"after discovering that the hacker had taken over the dormant account of a legitimate user named joe sventek , he rigged up an alarm system , including a portable beeper , to alert him when sventek came on the line .",he,rigged,came rigged taken,sventek he hacker,"after discovering that the hacker had taken over the dormant account of a legitimate user named joe sventek , he rigged up an alarm system , including a portable beeper , to alert him sventek when came on the line ."
some nights he slept under his desk .,he,slept,slept,he,some nights he slept under his desk .
tymnet is a major network linking computers .,tymnet,is,is,tymnet,tymnet is a major network linking computers .
he savored the humor of his uncombed appearance among these buttoned-up chaps .,he,savored,savored,he,he savored the humor of his uncombed appearance among these buttoned-up chaps .
he became angry in return .,he,became,became,he,he became angry in return .
mips also wants to wedge into markets other than traditional risc applications such as engineering ; mips said the new machine will also be used by businesses and for communications .,mips,wants,used said wants,machine mips mips,mips also wants to wedge into markets other than traditional risc applications such as engineering ; mips said the new machine will also be used by businesses and for communications .
"the control data deal is a boon for mips because it gives the the five-year-old company one more ally as it battles more established electronic concerns such as sun , hewlett-packard co. , motorola inc. and intel corp. for the emerging market for risc machines .",it,gives,gives is battles,it deal it,"the control data deal is a boon for mips because it gives one more ally the the five-year-old company as it battles more established electronic concerns such as sun , hewlett-packard co. , motorola inc. and intel corp. for the emerging market for risc machines ."
and that puts added pressure on chez panisse dessert-menu planners .,that,puts,puts,that,and that puts added pressure on chez panisse dessert-menu planners .
"a year earlier unifirst earned $ 2.4 million , or 24 cents a share adjusted for the split .",unifirst,earned,earned,unifirst,"unifirst a year earlier earned $ 2.4 million , or 24 cents a share adjusted for the split ."
sales rose to $ 52.4 million from $ 50.1 million .,sales,rose,rose,sales,sales rose to $ 52.4 million from $ 50.1 million .
"healthcare has given healthvest a 12 % note for that overdue amount , to be repaid over three years .",healthcare,given,given,healthcare,"healthcare has given a 12 % note for that overdue amount , to be repaid over three years healthvest ."
"in addition , healthcare agreed to make monthly rent and mortgage payments of $ 2.7 million to $ 3 million to healthvest during the standstill period , to be paid when healthcare successfully completes asset sales .",healthcare,agreed,completes agreed,healthcare healthcare,"in addition , healthcare agreed to make monthly rent and mortgage payments of $ 2.7 million to $ 3 million to healthvest to be paid healthcare when successfully completes asset sales during the standstill period , ."
i was pleased to note that your oct. 23 centennial journal item recognized the money-fund concept as one of the significant events of the past century .,i,was,was recognized,i item,i was pleased to note that your oct. 23 centennial journal item recognized the money-fund concept as one of the significant events of the past century .
"we innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the sec .",we,innovated,innovated,we,"we innovated telephone redemptions , daily dividends , total elimination of share certificates and the constant $ 1 pershare pricing , all of which were painfully thought out and not the result of some inadvertence on the part of the sec ."
"as the judge marched down the center aisle in his flowing black robe , he was heralded by a trumpet fanfare .",he,heralded,heralded marched,he judge,"as the judge marched down the center aisle in his flowing black robe , he was heralded by a trumpet fanfare ."
"to many , it was a ceremony more befitting a king than a rural judge seated in the isolated foothills of the southern allegheny mountains .",it,was,was,it,"to many , it was a ceremony more befitting a king than a rural judge seated in the isolated foothills of the southern allegheny mountains ."
"while his case may be extreme , it reflects the vulnerability of many small communities to domineering judges .",it,reflects,reflects,it,"while his case may be extreme , it reflects the vulnerability of many small communities to domineering judges ."
"bailiffs claimed they were required to chauffeur him to and from work , mow his lawn , chop his wood , fix his car and even drop by his house to feed his two grown mutts , dixie and husky .",bailiffs,claimed,claimed required,bailiffs they,"bailiffs claimed they were required to chauffeur him to and from work , mow his lawn , chop his wood , fix his car and even drop by his house to feed his two grown mutts , dixie and husky ."
"even if only some of the allegations stand up , however , they provide ample testimony to the awesome power of judges in rural communities .",they,provide,provide,they,"if only some of the allegations even stand up , , they however provide ample testimony to the awesome power of judges in rural communities ."
"he graduated near the top of his class , serving on the school law review with richard thornburgh , who went on to become governor of pennsylvania and , now , u.s. attorney general .",he,graduated,graduated went,he thornburgh,"he graduated with richard thornburgh , who went on to become governor of pennsylvania and , now , u.s. attorney general serving on the school law review near the top of his class , ."
he divorced his first wife three years ago and married the daughter of his court clerk .,he,divorced,divorced,he,he divorced three years ago his first wife and married the daughter of his court clerk .
"after practicing law locally , he was elected to his first 10-year term as judge in 1971 ; in 1981 , he was effectively re-elected .",he,elected,re-elected elected,he he,"after practicing locally law , he was elected to his first 10-year term as judge in 1971 ; in 1981 , he was effectively re-elected ."
he has been considered several times for appointments to federal district and appellate court vacancies in pennsylvania .,he,considered,considered,he,he has been considered several times for appointments to federal district and appellate court vacancies in pennsylvania .
"he sipped tea sweetened with honey from his high-backed leather chair at his bench , while scribbling notes ordering spectators to stop whispering or to take off their hats in his courtroom .",he,sipped,sipped stop,he spectators,"he sipped tea sweetened with honey from his high-backed leather chair at his bench , while scribbling notes ordering spectators to stop whispering or to take off their hats in his courtroom ."
"but when the judge received his payment book , he disavowed the deal .",he,disavowed,disavowed received,he judge,"but the judge when received his payment book , he disavowed the deal ."
i await his sequel : the economic and social resiliency of the san francisco bay area and the outstanding work of the local governments and the private charitable organizations there as metaphors for the supremacy of whatever failed system mr. cockburn now believes in .,i,await,await believes,i cockburn,i await his sequel : the economic and social resiliency of the san francisco bay area and the outstanding work of the local governments and the private charitable organizations there as metaphors for the supremacy of whatever failed system in mr. cockburn now believes .
"as a money manager and a grass-roots environmentalist , i was very disappointed to read in the premiere issue of garbage that the wall street journal uses 220,000 metric tons of newsprint each year , but that only 1.4 % of it comes from recycled paper .",i,was,comes was uses,% i journal,"as a money manager and a grass-roots environmentalist , i was very disappointed to read that the wall street journal uses 220,000 metric tons of newsprint each year , but that only 1.4 % of it comes from recycled paper in the premiere issue of garbage ."
the wall street journal is an excellent publication that i enjoy reading ( and must read ) daily .,i,enjoy,enjoy is,i journal,the wall street journal is an excellent publication i enjoy daily that reading ( and must read ) .
"berthold is based in wildbad , west germany , and also has operations in belgium .",berthold,based,based,berthold,"berthold is based in wildbad , west germany , and also has operations in belgium ."
"mason is the largest toxicology lab in new england , with annual revenue of $ 8 million and 140 employees .",mason,is,is,mason,"mason is the largest toxicology lab in new england , with annual revenue of $ 8 million and 140 employees ."
"mason serves commercial and government customers , including the national institutes of health .",mason,serves,serves,mason,"mason serves commercial and government customers , including the national institutes of health ."
"although the action removes one obstacle in the way of an overall settlement to the case , it also means that mr. hunt could be stripped of virtually all of his assets if the tax court rules against him in a 1982 case heard earlier this year in washington , d.c .",it,means,removes stripped means rules,action hunt it court,"although the action removes one obstacle in the way of an overall settlement to the case , it also means that mr. hunt could be stripped of virtually all of his assets if the tax court rules against him in a 1982 case heard earlier this year in washington , d.c ."
japan has found another safe outlet for its money : u.s. home mortgages .,japan,found,found,japan,japan has found another safe outlet for its money : u.s. home mortgages .
that may not come as a surprise to americans who have watched the japanese snap up properties in the u.s. from golf courses to a stake in rockefeller center .,that,come,watched come snap,americans that japanese,that may not come as a surprise to americans who have watched the japanese snap up properties in the u.s. from golf courses to a stake in rockefeller center .
"but it marks a big change for the japanese , who shunned mortgage securities after getting burned by a big downturn in interest rates a few years back .",it,marks,marks shunned,it japanese,"but it marks a big change for the japanese , who shunned mortgage securities after getting burned a few years back by a big downturn in interest rates ."
"at the moment , nomura is the only japanese institution authorized to act as a primary seller of fannie mae instruments .",nomura,is,is,nomura,"at the moment , nomura is the only japanese institution authorized to act as a primary seller of fannie mae instruments ."
"first , they are safe .",they,are,are,they,"first , they are safe ."
"second , they are liquid .",they,are,are,they,"second , they are liquid ."
"he said his suit against enfield seeks two years severance pay , equivalent to c$ 720,000 .",he,said,said seeks,he suit,"he said his suit against enfield seeks two years severance pay , equivalent to c$ 720,000 ."
enfield is a holding company with interests in manufacturing concerns .,enfield,is,is,enfield,enfield is a holding company with interests in manufacturing concerns .
"it is 38.5 % owned by canadian express , another holding company .",it,owned,owned,it,"38.5 % it is owned by canadian express , another holding company ."
hees is a merchant bank controlled by toronto financiers peter and edward bronfman .,hees,is,is,hees,hees is a merchant bank controlled by toronto financiers peter and edward bronfman .
"first of all , it is a friendly acquisition in which rockefeller sought out mitsubishi estate and asked it to buy a majority share .",rockefeller,sought,sought is,rockefeller it,"first of all , it is a friendly acquisition in which rockefeller sought out mitsubishi estate and asked it to buy a majority share ."
"rockefeller may well have found its match in mitsubishi estate , a company of long history , strong government ties and sound resources .",rockefeller,found,found,rockefeller,"rockefeller may well have found its match in mitsubishi estate , a company of long history , strong government ties and sound resources ."
"at the time , japan had just opened its doors to the world after about 250 years of isolation and needed a western-style business center .",japan,opened,opened,japan,"at the time , japan had just opened its doors to the world after about 250 years of isolation and needed a western-style business center ."
analysts say the company also could easily issue new convertible bonds or warrants .,analysts,say,say issue,analysts company,analysts say the company also could easily issue new convertible bonds or warrants .
"it is the largest private-sector landowner of the minato-mirai 21 project , a multibillion-yen development in the port city of yokohama , about an hour outside tokyo .",it,is,is,it,"it is the largest private-sector landowner of the minato-mirai 21 project , a multibillion-yen development in the port city of yokohama , about an hour outside tokyo ."
"mitsubishi is also pushing ahead with a controversial plan to redevelop marunouchi into a business center of high-tech buildings , a project budgeted for 30 years and six trillion yen .",mitsubishi,pushing,pushing,mitsubishi,"mitsubishi is also pushing ahead with a controversial plan to redevelop marunouchi into a business center of high-tech buildings , a project budgeted for 30 years and six trillion yen ."
sony is acquiring columbia and guber-peters entertainment co. in two separate transactions valued at more than $ 5 billion .,sony,acquiring,acquiring,sony,sony is acquiring columbia and guber-peters entertainment co. in two separate transactions valued at more than $ 5 billion .
warner has a five-year exclusive contract with mr. guber and mr. peters that requires them to make movies exclusively at the warner bros. studio .,warner,has,has,warner,warner has a five-year exclusive contract with mr. guber and mr. peters that requires them to make movies exclusively at the warner bros. studio .
"but it may amount to little more than posturing ; the two have continued on-again , off-again settlement talks over the last few weeks , and people familiar with the talks say the matter could be resolved within a week .",it,amount,amount resolved say,it matter people,"but it may amount to little more than posturing ; the two have continued on-again , off-again settlement talks over the last few weeks , and people familiar with the talks say the matter could be resolved within a week ."
"once a studio chooses not to actually make a movie that is in development , producers are typically free to take it elsewhere .",producers,are,are chooses,producers studio,"a studio once chooses not to actually make a movie that is in development , producers are typically free to take elsewhere it ."
seagram says the promotion is designed to build brand loyalty rather than promote heavy drinking .,seagram,says,says designed,seagram promotion,seagram says the promotion is designed to build brand loyalty rather than promote heavy drinking .
goya concocts a milk for hispanic tastes,goya,concocts,concocts,goya,goya concocts a milk for hispanic tastes
that compares with 3.5 % butterfat for whole milk .,that,compares,compares,that,that compares with 3.5 % butterfat for whole milk .
